Month,Geography,Estimate,North American Industry Classification System (NAICS),Value,Monthly Change,Yearly change,Indexed value
Jan 2010,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,764.80",  4.3%,  3.1%,100.0
Feb 2010,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,798.60",  1.9%,  3.0%,101.9
Mar 2010,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,858.88",  3.4%,  3.6%,105.3
Apr 2010,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,927.11",  3.7%, 11.6%,109.2
May 2010,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,912.10", -0.8%,  8.3%,108.3
Jun 2010,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,851.33", -3.2%,  1.1%,104.9
Jul 2010,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,936.41",  4.6%, 13.7%,109.7
Aug 2010,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,912.49", -1.2%, 17.9%,108.4
Sep 2010,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,848.78", -3.3%, 10.8%,104.8
Oct 2010,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,848.53",  0.0%, 11.4%,104.7
Nov 2010,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,843.41", -0.3%, 10.1%,104.5
Dec 2010,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,789.53", -2.9%,  5.7%,101.4
Jan 2011,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,882.48",  5.2%,  6.7%,106.7
Feb 2011,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,822.41", -3.2%,  1.3%,103.3
Mar 2011,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,821.29", -0.1%, -2.0%,103.2
Apr 2011,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,860.76",  2.2%, -3.4%,105.4
May 2011,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,849.12", -0.6%, -3.3%,104.8
Jun 2011,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,922.62",  4.0%,  3.9%,108.9
Jul 2011,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,849.03", -3.8%, -4.5%,104.8
Aug 2011,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,897.99",  2.6%, -0.8%,107.5
Sep 2011,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,872.20", -1.4%,  1.3%,106.1
Oct 2011,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,933.84",  3.3%,  4.6%,109.6
Nov 2011,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,908.50", -1.3%,  3.5%,108.1
Dec 2011,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,929.03",  1.1%,  7.8%,109.3
Jan 2012,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,996.07",  3.5%,  6.0%,113.1
Feb 2012,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,989.75", -0.3%,  9.2%,112.7
Mar 2012,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,937.31", -2.6%,  6.4%,109.8
Apr 2012,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,846.20", -4.7%, -0.8%,104.6
May 2012,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,845.88",  0.0%, -0.2%,104.6
Jun 2012,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,924.40",  4.3%,  0.1%,109.0
Jul 2012,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,990.14",  3.4%,  7.6%,112.8
Aug 2012,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,105.60",  5.8%, 10.9%,119.3
Sep 2012,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,023.51", -3.9%,  8.1%,114.7
Oct 2012,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,029.55",  0.3%,  4.9%,115.0
Nov 2012,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,024.07", -0.3%,  6.1%,114.7
Dec 2012,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,994.78", -1.4%,  3.4%,113.0
Jan 2013,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,037.16",  2.1%,  2.1%,115.4
Feb 2013,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,012.98", -1.2%,  1.2%,114.1
Mar 2013,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,948.25", -3.2%,  0.6%,110.4
Apr 2013,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,954.07",  0.3%,  5.8%,110.7
May 2013,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,964.70",  0.5%,  6.4%,111.3
Jun 2013,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,017.15",  2.7%,  4.8%,114.3
Jul 2013,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,987.12", -1.5%, -0.2%,112.6
Aug 2013,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,028.99",  2.1%, -3.6%,115.0
Sep 2013,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,023.81", -0.3%,  0.0%,114.7
Oct 2013,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,039.35",  0.8%,  0.5%,115.6
Nov 2013,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,100.76",  3.0%,  3.8%,119.0
Dec 2013,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,148.82",  2.3%,  7.7%,121.8
Jan 2014,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,157.02",  0.4%,  5.9%,122.2
Feb 2014,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,074.29", -3.8%,  3.0%,117.5
Mar 2014,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,148.48",  3.6%, 10.3%,121.7
Apr 2014,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,253.61",  4.9%, 15.3%,127.7
May 2014,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,270.30",  0.7%, 15.6%,128.6
Jun 2014,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,203.42", -2.9%,  9.2%,124.9
Jul 2014,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,235.04",  1.4%, 12.5%,126.6
Aug 2014,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,262.44",  1.2%, 11.5%,128.2
Sep 2014,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,177.03", -3.8%,  7.6%,123.4
Oct 2014,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,190.80",  0.6%,  7.4%,124.1
Nov 2014,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,236.37",  2.1%,  6.5%,126.7
Dec 2014,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,126.64", -4.9%, -1.0%,120.5
Jan 2015,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,202.38",  3.6%,  2.1%,124.8
Feb 2015,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,210.20",  0.4%,  6.6%,125.2
Mar 2015,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,195.42", -0.7%,  2.2%,124.4
Apr 2015,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,160.44", -1.6%, -4.1%,122.4
May 2015,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,174.52",  0.7%, -4.2%,123.2
Jun 2015,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,177.82",  0.2%, -1.2%,123.4
Jul 2015,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,127.57", -2.3%, -4.8%,120.6
Aug 2015,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,090.27", -1.8%, -7.6%,118.4
Sep 2015,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,206.90",  5.6%,  1.4%,125.1
Oct 2015,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,131.03", -3.4%, -2.7%,120.8
Nov 2015,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,123.39", -0.4%, -5.1%,120.3
Dec 2015,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,164.97",  2.0%,  1.8%,122.7
Jan 2016,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,137.62", -1.3%, -2.9%,121.1
Feb 2016,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,208.89",  3.3%, -0.1%,125.2
Mar 2016,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,280.09",  3.2%,  3.9%,129.2
Apr 2016,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,295.11",  0.7%,  6.2%,130.0
May 2016,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,193.33", -4.4%,  0.9%,124.3
Jun 2016,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,248.67",  2.5%,  3.3%,127.4
Jul 2016,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,344.76",  4.3%, 10.2%,132.9
Aug 2016,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,242.71", -4.4%,  7.3%,127.1
Sep 2016,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,336.87",  4.2%,  5.9%,132.4
Oct 2016,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,339.57",  0.1%,  9.8%,132.6
Nov 2016,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,351.16",  0.5%, 10.7%,133.2
Dec 2016,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,368.15",  0.7%,  9.4%,134.2
Jan 2017,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,117.20",-10.6%, -1.0%,120.0
Feb 2017,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,169.47",  2.5%, -1.8%,122.9
Mar 2017,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,193.05",  1.1%, -3.8%,124.3
Apr 2017,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,143.87", -2.2%, -6.6%,121.5
May 2017,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,131.00", -0.6%, -2.8%,120.8
Jun 2017,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,185.55",  2.6%, -2.8%,123.8
Jul 2017,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,199.55",  0.6%, -6.2%,124.6
Aug 2017,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,341.94",  6.5%,  4.4%,132.7
Sep 2017,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,399.62",  2.5%,  2.7%,136.0
Oct 2017,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,257.27", -5.9%, -3.5%,127.9
Nov 2017,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,234.59", -1.0%, -5.0%,126.6
Dec 2017,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,336.99",  4.6%, -1.3%,132.4
Jan 2018,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,249.49", -3.7%,  6.2%,127.5
Feb 2018,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,414.05",  7.3%, 11.3%,136.8
Mar 2018,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,192.68", -9.2%,  0.0%,124.2
Apr 2018,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,335.47",  6.5%,  8.9%,132.3
May 2018,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,272.01", -2.7%,  6.6%,128.7
Jun 2018,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,242.77", -1.3%,  2.6%,127.1
Jul 2018,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,265.51",  1.0%,  3.0%,128.4
Aug 2018,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,246.23", -0.9%, -4.1%,127.3
Sep 2018,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,107.86", -6.2%,-12.2%,119.4
Oct 2018,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,126.61",  0.9%, -5.8%,120.5
Nov 2018,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,233.76",  5.0%,  0.0%,126.6
Dec 2018,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,227.84", -0.3%, -4.7%,126.2
Jan 2019,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,245.91",  0.8%, -0.2%,127.3
Feb 2019,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,210.22", -1.6%, -8.4%,125.2
Mar 2019,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,384.84",  7.9%,  8.8%,135.1
Apr 2019,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,210.47", -7.3%, -5.4%,125.3
May 2019,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,365.21",  7.0%,  4.1%,134.0
Jun 2019,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,290.58", -3.2%,  2.1%,129.8
Jul 2019,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,205.50", -3.7%, -2.6%,125.0
Aug 2019,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,270.08",  2.9%,  1.1%,128.6
Sep 2019,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,308.14",  1.7%,  9.5%,130.8
Oct 2019,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,479.32",  7.4%, 16.6%,140.5
Nov 2019,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,332.92", -5.9%,  4.4%,132.2
Dec 2019,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,245.12", -3.8%,  0.8%,127.2
Jan 2020,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,336.01",  4.0%,  4.0%,132.4
Feb 2020,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,302.62", -1.4%,  4.2%,130.5
Mar 2020,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,345.43",  1.9%, -1.7%,132.9
Apr 2020,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,357.32",  0.5%,  6.6%,133.6
May 2020,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,439.31",  3.5%,  3.1%,138.2
Jun 2020,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,330.34", -4.5%,  1.7%,132.0
Jul 2020,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,388.13",  2.5%,  8.3%,135.3
Aug 2020,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,183.73", -8.6%, -3.8%,123.7
Sep 2020,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,171.01", -0.6%, -5.9%,123.0
Oct 2020,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,076.04", -4.4%,-16.3%,117.6
Nov 2020,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,224.25",  7.1%, -4.7%,126.0
Dec 2020,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,283.02",  2.6%,  1.7%,129.4
Jan 2021,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,317.13",  1.5%, -0.8%,131.3
Feb 2021,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,380.12",  2.7%,  3.4%,134.9
Mar 2021,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,272.72", -4.5%, -3.1%,128.8
Apr 2021,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,352.14",  3.5%, -0.2%,133.3
May 2021,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,316.12", -1.5%, -5.1%,131.2
Jun 2021,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,424.09",  4.7%,  4.0%,137.4
Jul 2021,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,446.87",  0.9%,  2.5%,138.6
Aug 2021,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,406.54", -1.6%, 10.2%,136.4
Sep 2021,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,473.58",  2.8%, 13.9%,140.2
Oct 2021,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,471.38", -0.1%, 19.0%,140.0
Nov 2021,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,408.36", -2.5%,  8.3%,136.5
Dec 2021,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,414.23",  0.2%,  5.7%,136.8
Jan 2022,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,438.92",  1.0%,  5.3%,138.2
Feb 2022,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,387.74", -2.1%,  0.3%,135.3
Mar 2022,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,434.64",  2.0%,  7.1%,138.0
Apr 2022,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,432.62", -0.1%,  3.4%,137.8
May 2022,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,484.42",  2.1%,  7.3%,140.8
Jun 2022,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,471.63", -0.5%,  2.0%,140.1
Jul 2022,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,450.12", -0.9%,  0.1%,138.8
Aug 2022,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,588.32",  5.6%,  7.6%,146.7
Sep 2022,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,566.34", -0.8%,  3.8%,145.4
Oct 2022,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,493.42", -2.8%,  0.9%,141.3
Nov 2022,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,584.61",  3.7%,  7.3%,146.5
Dec 2022,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,576.55", -0.3%,  6.7%,146.0
Jan 2023,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,581.07",  0.2%,  5.8%,146.3
Feb 2023,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,494.32", -3.4%,  4.5%,141.3
Mar 2023,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,538.95",  1.8%,  4.3%,143.9
Apr 2023,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,463.43", -3.0%,  1.3%,139.6
May 2023,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,404.85", -2.4%, -3.2%,136.3
Jun 2023,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,399.51", -0.2%, -2.9%,136.0
Jul 2023,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,438.00",  1.6%, -0.5%,138.1
Aug 2023,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,470.59",  1.3%, -4.5%,140.0
Sep 2023,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,513.01",  1.7%, -2.1%,142.4
Oct 2023,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,529.00",  0.6%,  1.4%,143.3
Nov 2023,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,572.66",  1.7%, -0.5%,145.8
Dec 2023,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,525.31", -1.8%, -2.0%,143.1
Jan 2024,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,540.58",  0.6%, -1.6%,144.0
Feb 2024,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,399.83", -5.5%, -3.8%,136.0
Mar 2024,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,470.21",  2.9%, -2.7%,140.0
Apr 2024,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,522.93",  2.1%,  2.4%,143.0
May 2024,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,635.13",  4.4%,  9.6%,149.3
Jun 2024,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,693.92",  2.2%, 12.3%,152.6
Jul 2024,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,713.27",  0.7%, 11.3%,153.7
Aug 2024,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,727.44",  0.5%, 10.4%,154.5
Sep 2024,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,657.44", -2.6%,  5.7%,150.6
Oct 2024,Alberta,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,658.06",  0.0%,  5.1%,150.6
Jan 2010,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,141.95",  5.8%,  3.6%,100.0
Feb 2010,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,120.94", -1.8%, -3.3%, 98.2
Mar 2010,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,121.35",  0.0%, -0.4%, 98.2
Apr 2010,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,153.83",  2.9%,  8.0%,101.0
May 2010,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,124.37", -2.6%,  2.6%, 98.5
Jun 2010,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,134.78",  0.9%,  0.1%, 99.4
Jul 2010,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,149.26",  1.3%,  4.4%,100.6
Aug 2010,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,143.70", -0.5%,  2.3%,100.2
Sep 2010,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,148.20",  0.4%,  7.3%,100.5
Oct 2010,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,175.63",  2.4%,  7.4%,102.9
Nov 2010,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,165.19", -0.9%,  4.3%,102.0
Dec 2010,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,193.69",  2.4%, 10.6%,104.5
Jan 2011,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,192.56", -0.1%,  4.4%,104.4
Feb 2011,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,252.62",  5.0%, 11.7%,109.7
Mar 2011,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,247.90", -0.4%, 11.3%,109.3
Apr 2011,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,176.06", -5.8%,  1.9%,103.0
May 2011,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,286.36",  9.4%, 14.4%,112.6
Jun 2011,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,243.67", -3.3%,  9.6%,108.9
Jul 2011,Alberta,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,241.71", -0.2%,  8.0%,108.7
