Month,Geography,Estimate,North American Industry Classification System (NAICS),Value,Monthly Change,Yearly change,Indexed value
Mar 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  561.13,  5.2%,  7.5%,106.3
Apr 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  551.46, -1.7%,  1.5%,104.4
May 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  555.26,  0.7%, -0.2%,105.2
Jun 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  568.11,  2.3%,  5.5%,107.6
Jul 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  577.30,  1.6%,  6.8%,109.3
Aug 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  541.12, -6.3%,  1.0%,102.5
Sep 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  552.20,  2.0%,  0.4%,104.6
Oct 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  572.35,  3.6%,  7.9%,108.4
Nov 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  577.13,  0.8%,  8.8%,109.3
Dec 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  543.38, -5.8%, -4.5%,102.9
Jan 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  546.52,  0.6%, -4.1%,103.5
Feb 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  555.96,  1.7%,  4.2%,105.3
Mar 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  559.72,  0.7%, -0.3%,106.0
Apr 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  556.16, -0.6%,  0.9%,105.3
May 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  538.12, -3.2%, -3.1%,101.9
Jun 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  538.58,  0.1%, -5.2%,102.0
Jul 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  523.52, -2.8%, -9.3%, 99.1
Aug 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  541.84,  3.5%,  0.1%,102.6
Sep 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  548.55,  1.2%, -0.7%,103.9
Oct 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  546.28, -0.4%, -4.6%,103.5
Nov 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  550.29,  0.7%, -4.7%,104.2
Dec 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  546.51, -0.7%,  0.6%,103.5
Jan 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  519.74, -4.9%, -4.9%, 98.4
Feb 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  512.28, -1.4%, -7.9%, 97.0
Mar 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  564.91, 10.3%,  0.9%,107.0
Apr 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  551.35, -2.4%, -0.9%,104.4
May 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  550.48, -0.2%,  2.3%,104.2
Jun 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  553.67,  0.6%,  2.8%,104.9
Jul 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  553.78,  0.0%,  5.8%,104.9
Aug 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  584.74,  5.6%,  7.9%,110.7
Sep 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  578.16, -1.1%,  5.4%,109.5
Oct 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  572.03, -1.1%,  4.7%,108.3
Nov 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  539.50, -5.7%, -2.0%,102.2
Dec 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  535.62, -0.7%, -2.0%,101.4
Jan 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  579.05,  8.1%, 11.4%,109.7
Feb 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  595.55,  2.8%, 16.3%,112.8
Mar 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  564.10, -5.3%, -0.1%,106.8
Apr 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  558.37, -1.0%,  1.3%,105.7
May 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  547.73, -1.9%, -0.5%,103.7
Jun 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  556.00,  1.5%,  0.4%,105.3
Jul 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  560.97,  0.9%,  1.3%,106.2
Aug 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  558.05, -0.5%, -4.6%,105.7
Sep 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  532.16, -4.6%, -8.0%,100.8
Oct 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  539.00,  1.3%, -5.8%,102.1
Nov 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  550.55,  2.1%,  2.0%,104.3
Dec 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  576.47,  4.7%,  7.6%,109.2
Jan 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  497.21,-13.7%,-14.1%, 94.2
Feb 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  569.83, 14.6%, -4.3%,107.9
Mar 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  565.70, -0.7%,  0.3%,107.1
Apr 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  492.02,-13.0%,-11.9%, 93.2
May 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  575.75, 17.0%,  5.1%,109.0
Jun 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  566.34, -1.6%,  1.9%,107.3
Jul 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  586.64,  3.6%,  4.6%,111.1
Aug 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  601.93,  2.6%,  7.9%,114.0
Sep 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  568.11, -5.6%,  6.8%,107.6
Oct 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  565.33, -0.5%,  4.9%,107.1
Nov 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  567.35,  0.4%,  3.1%,107.4
Dec 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  545.11, -3.9%, -5.4%,103.2
Jan 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  568.41,  4.3%, 14.3%,107.6
Feb 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  565.58, -0.5%, -0.7%,107.1
Mar 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  566.15,  0.1%,  0.1%,107.2
Apr 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  708.70, 25.2%, 44.0%,134.2
May 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  772.38,  9.0%, 34.2%,146.3
Jun 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  704.33, -8.8%, 24.4%,133.4
Jul 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  676.13, -4.0%, 15.3%,128.0
Aug 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  626.53, -7.3%,  4.1%,118.6
Sep 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  633.66,  1.1%, 11.5%,120.0
Oct 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  585.45, -7.6%,  3.6%,110.9
Nov 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  590.23,  0.8%,  4.0%,111.8
Dec 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  613.21,  3.9%, 12.5%,116.1
Jan 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  618.77,  0.9%,  8.9%,117.2
Feb 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  618.55,  0.0%,  9.4%,117.1
Mar 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  620.44,  0.3%,  9.6%,117.5
Apr 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  626.28,  0.9%,-11.6%,118.6
May 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  703.38, 12.3%, -8.9%,133.2
Jun 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  681.98, -3.0%, -3.2%,129.2
Jul 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  644.84, -5.4%, -4.6%,122.1
Aug 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  626.89, -2.8%,  0.1%,118.7
Sep 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  632.20,  0.8%, -0.2%,119.7
Oct 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  648.59,  2.6%, 10.8%,122.8
Nov 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  650.25,  0.3%, 10.2%,123.1
Dec 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  655.97,  0.9%,  7.0%,124.2
Jan 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  606.42, -7.6%, -2.0%,114.8
Feb 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  616.98,  1.7%, -0.3%,116.8
Mar 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  610.82, -1.0%, -1.6%,115.7
Apr 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  649.90,  6.4%,  3.8%,123.1
May 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  673.01,  3.6%, -4.3%,127.5
Jun 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  657.69, -2.3%, -3.6%,124.6
Jul 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  650.27, -1.1%,  0.8%,123.1
Aug 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  656.03,  0.9%,  4.6%,124.2
Sep 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  647.84, -1.2%,  2.5%,122.7
Oct 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  661.97,  2.2%,  2.1%,125.4
Nov 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  661.99,  0.0%,  1.8%,125.4
Dec 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  685.82,  3.6%,  4.6%,129.9
Jan 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  703.39,  2.6%, 16.0%,133.2
Feb 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  685.62, -2.5%, 11.1%,129.8
Mar 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  698.54,  1.9%, 14.4%,132.3
Apr 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  636.35, -8.9%, -2.1%,120.5
May 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  631.58, -0.7%, -6.2%,119.6
Jun 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  671.83,  6.4%,  2.1%,127.2
Jul 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  677.55,  0.9%,  4.2%,128.3
Aug 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  685.66,  1.2%,  4.5%,129.8
Sep 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  696.30,  1.6%,  7.5%,131.9
Oct 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  689.79, -0.9%,  4.2%,130.6
Nov 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  698.52,  1.3%,  5.5%,132.3
Dec 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  685.29, -1.9%, -0.1%,129.8
Jan 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  693.26,  1.2%, -1.4%,131.3
Feb 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  700.38,  1.0%,  2.2%,132.6
Mar 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  722.69,  3.2%,  3.5%,136.9
Apr 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  719.36, -0.5%, 13.0%,136.2
May 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  714.71, -0.6%, 13.2%,135.3
Jun 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  721.93,  1.0%,  7.5%,136.7
Jul 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  757.26,  4.9%, 11.8%,143.4
Aug 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  759.62,  0.3%, 10.8%,143.9
Sep 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  725.90, -4.4%,  4.3%,137.5
Oct 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  710.93, -2.1%,  3.1%,134.6
Jan 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  350.52, -2.3%,  2.2%,100.0
Feb 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  361.37,  3.1%,  8.7%,103.1
Mar 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  343.83, -4.9%,  0.7%, 98.1
Apr 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  347.36,  1.0%, -2.1%, 99.1
May 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  342.32, -1.5%, -2.1%, 97.7
Jun 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  361.77,  5.7%,  9.0%,103.2
Jul 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  360.11, -0.5%,  6.3%,102.7
Aug 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  338.82, -5.9%, -4.2%, 96.7
Sep 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  357.75,  5.6%,  4.7%,102.1
Oct 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  348.26, -2.7%,  4.3%, 99.4
Nov 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  354.45,  1.8%,  3.2%,101.1
Dec 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  349.78, -1.3%, -2.5%, 99.8
Jan 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  359.39,  2.7%,  2.5%,102.5
Feb 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  361.15,  0.5%, -0.1%,103.0
Mar 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  377.82,  4.6%,  9.9%,107.8
Apr 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  373.99, -1.0%,  7.7%,106.7
May 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  381.41,  2.0%, 11.4%,108.8
Jun 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  384.37,  0.8%,  6.2%,109.7
Jul 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  382.88, -0.4%,  6.3%,109.2
Aug 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  392.92,  2.6%, 16.0%,112.1
Sep 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  378.83, -3.6%,  5.9%,108.1
Oct 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  387.52,  2.3%, 11.3%,110.6
Nov 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  368.84, -4.8%,  4.1%,105.2
Dec 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  357.49, -3.1%,  2.2%,102.0
Jan 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  352.73, -1.3%, -1.9%,100.6
Feb 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  348.17, -1.3%, -3.6%, 99.3
Mar 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  355.20,  2.0%, -6.0%,101.3
Apr 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  351.83, -0.9%, -5.9%,100.4
May 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  357.19,  1.5%, -6.4%,101.9
Jun 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  350.87, -1.8%, -8.7%,100.1
Jul 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  341.35, -2.7%,-10.8%, 97.4
Aug 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  352.30,  3.2%,-10.3%,100.5
Sep 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  348.89, -1.0%, -7.9%, 99.5
Oct 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  358.49,  2.8%, -7.5%,102.3
Nov 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  376.98,  5.2%,  2.2%,107.5
Dec 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  369.91, -1.9%,  3.5%,105.5
Jan 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  377.23,  2.0%,  6.9%,107.6
Feb 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  384.19,  1.8%, 10.3%,109.6
Mar 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  374.27, -2.6%,  5.4%,106.8
Apr 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  368.18, -1.6%,  4.6%,105.0
May 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  370.54,  0.6%,  3.7%,105.7
Jun 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  376.65,  1.6%,  7.3%,107.5
Jul 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  380.78,  1.1%, 11.6%,108.6
Aug 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  367.49, -3.5%,  4.3%,104.8
Sep 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  362.77, -1.3%,  4.0%,103.5
Oct 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  365.88,  0.9%,  2.1%,104.4
Nov 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  370.51,  1.3%, -1.7%,105.7
Dec 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  378.90,  2.3%,  2.4%,108.1
Jan 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  375.48, -0.9%, -0.5%,107.1
Feb 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  363.94, -3.1%, -5.3%,103.8
Mar 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  359.92, -1.1%, -3.8%,102.7
Apr 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  366.98,  2.0%, -0.3%,104.7
May 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  372.50,  1.5%,  0.5%,106.3
Jun 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  356.78, -4.2%, -5.3%,101.8
Jul 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  362.98,  1.7%, -4.7%,103.6
Aug 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  360.07, -0.8%, -2.0%,102.7
Sep 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  371.67,  3.2%,  2.5%,106.0
Oct 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  361.20, -2.8%, -1.3%,103.0
Nov 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  360.03, -0.3%, -2.8%,102.7
Dec 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  352.19, -2.2%, -7.0%,100.5
Jan 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  367.13,  4.2%, -2.2%,104.7
Feb 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  386.81,  5.4%,  6.3%,110.4
Mar 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  367.47, -5.0%,  2.1%,104.8
Apr 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  370.50,  0.8%,  1.0%,105.7
May 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  359.67, -2.9%, -3.4%,102.6
Jun 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  370.20,  2.9%,  3.8%,105.6
Jul 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  371.63,  0.4%,  2.4%,106.0
Aug 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  388.38,  4.5%,  7.9%,110.8
Sep 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  371.33, -4.4%, -0.1%,105.9
Oct 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  377.45,  1.6%,  4.5%,107.7
Nov 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  363.79, -3.6%,  1.0%,103.8
Dec 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  375.02,  3.1%,  6.5%,107.0
Jan 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  367.82, -1.9%,  0.2%,104.9
Feb 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  365.11, -0.7%, -5.6%,104.2
Mar 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  383.06,  4.9%,  4.2%,109.3
Apr 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  380.49, -0.7%,  2.7%,108.6
May 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  366.60, -3.7%,  1.9%,104.6
Jun 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  389.53,  6.3%,  5.2%,111.1
Jul 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  384.61, -1.3%,  3.5%,109.7
Aug 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  379.73, -1.3%, -2.2%,108.3
Sep 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  387.85,  2.1%,  4.4%,110.6
Oct 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  375.74, -3.1%, -0.5%,107.2
Nov 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  373.18, -0.7%,  2.6%,106.5
Dec 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  387.33,  3.8%,  3.3%,110.5
Jan 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  372.55, -3.8%,  1.3%,106.3
Feb 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  372.48,  0.0%,  2.0%,106.3
Mar 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  373.73,  0.3%, -2.4%,106.6
Apr 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  374.17,  0.1%, -1.7%,106.7
May 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  386.06,  3.2%,  5.3%,110.1
Jun 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  375.34, -2.8%, -3.6%,107.1
Jul 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  370.02, -1.4%, -3.8%,105.6
Aug 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  362.00, -2.2%, -4.7%,103.3
Sep 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  371.34,  2.6%, -4.3%,105.9
Oct 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,..,..,..,..
Nov 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  375.93,..,  0.7%,107.2
Dec 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Accommodation and food services,$  375.89,  0.0%, -3.0%,107.2
