Month,Geography,Estimate,North American Industry Classification System (NAICS),Value,Monthly Change,Yearly change,Indexed value
Aug 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  760.67,  0.2%,  2.0%,101.1
Sep 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  791.45,  4.0%,  6.9%,105.2
Oct 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  760.54, -3.9%,  2.4%,101.1
Nov 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  808.41,  6.3%,  4.8%,107.4
Dec 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  772.51, -4.4%, -2.7%,102.7
Jan 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  765.66, -0.9%,  2.4%,101.8
Feb 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  762.38, -0.4%,  1.0%,101.3
Mar 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  780.20,  2.3%,  3.0%,103.7
Apr 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  772.08, -1.0%,  0.5%,102.6
May 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  769.19, -0.4%, -0.8%,102.2
Jun 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  767.94, -0.2%,  2.2%,102.1
Jul 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  754.67, -1.7%, -0.6%,100.3
Aug 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  756.45,  0.2%, -0.6%,100.5
Sep 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  756.18,  0.0%, -4.5%,100.5
Oct 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  836.08, 10.6%,  9.9%,111.1
Nov 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  827.92, -1.0%,  2.4%,110.0
Dec 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  787.49, -4.9%,  1.9%,104.7
Jan 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  782.87, -0.6%,  2.2%,104.0
Feb 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  801.65,  2.4%,  5.2%,106.5
Mar 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  793.72, -1.0%,  1.7%,105.5
Apr 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  805.37,  1.5%,  4.3%,107.0
May 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  835.74,  3.8%,  8.7%,111.1
Jun 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  820.84, -1.8%,  6.9%,109.1
Jul 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  832.17,  1.4%, 10.3%,110.6
Aug 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  819.32, -1.5%,  8.3%,108.9
Sep 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  814.96, -0.5%,  7.8%,108.3
Oct 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  839.22,  3.0%,  0.4%,111.5
Nov 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  834.09, -0.6%,  0.7%,110.8
Dec 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  827.00, -0.9%,  5.0%,109.9
Jan 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  841.06,  1.7%,  7.4%,111.8
Feb 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  826.91, -1.7%,  3.2%,109.9
Mar 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  831.13,  0.5%,  4.7%,110.5
Apr 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  855.12,  2.9%,  6.2%,113.6
May 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  838.70, -1.9%,  0.4%,111.5
Jun 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  818.68, -2.4%, -0.3%,108.8
Jul 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  809.80, -1.1%, -2.7%,107.6
Aug 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  806.44, -0.4%, -1.6%,107.2
Sep 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  805.38, -0.1%, -1.2%,107.0
Oct 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  799.39, -0.7%, -4.7%,106.2
Nov 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  822.22,  2.9%, -1.4%,109.3
Dec 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  840.20,  2.2%,  1.6%,111.7
Jan 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  826.50, -1.6%, -1.7%,109.8
Feb 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  825.90, -0.1%, -0.1%,109.8
Mar 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  894.17,  8.3%,  7.6%,118.8
Apr 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  831.82, -7.0%, -2.7%,110.5
May 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  805.28, -3.2%, -4.0%,107.0
Jun 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  794.07, -1.4%, -3.0%,105.5
Jul 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  794.43,  0.0%, -1.9%,105.6
Aug 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  809.56,  1.9%,  0.4%,107.6
Sep 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  818.59,  1.1%,  1.6%,108.8
Oct 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  817.53, -0.1%,  2.3%,108.6
Nov 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  829.20,  1.4%,  0.8%,110.2
Dec 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  840.80,  1.4%,  0.1%,111.7
Jan 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  823.38, -2.1%, -0.4%,109.4
Feb 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  798.19, -3.1%, -3.4%,106.1
Mar 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  860.13,  7.8%, -3.8%,114.3
Apr 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  839.31, -2.4%,  0.9%,111.5
May 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  815.17, -2.9%,  1.2%,108.3
Jun 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  839.80,  3.0%,  5.8%,111.6
Jul 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  833.62, -0.7%,  4.9%,110.8
Aug 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  872.96,  4.7%,  7.8%,116.0
Sep 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  867.91, -0.6%,  6.0%,115.3
Oct 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  822.25, -5.3%,  0.6%,109.3
Nov 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  831.52,  1.1%,  0.3%,110.5
Dec 2017,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  828.81, -0.3%, -1.4%,110.1
Jan 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  817.97, -1.3%, -0.7%,108.7
Feb 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  818.70,  0.1%,  2.6%,108.8
Mar 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  848.63,  3.7%, -1.3%,112.8
Apr 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  834.75, -1.6%, -0.5%,110.9
May 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  806.83, -3.3%, -1.0%,107.2
Jun 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  838.57,  3.9%, -0.1%,111.4
Jul 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  868.50,  3.6%,  4.2%,115.4
Aug 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  866.59, -0.2%, -0.7%,115.2
Sep 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  841.25, -2.9%, -3.1%,111.8
Oct 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  808.94, -3.8%, -1.6%,107.5
Nov 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  867.03,  7.2%,  4.3%,115.2
Dec 2018,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  879.45,  1.4%,  6.1%,116.9
Jan 2019,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  910.91,  3.6%, 11.4%,121.1
Feb 2019,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  845.36, -7.2%,  3.3%,112.3
Mar 2019,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  871.60,  3.1%,  2.7%,115.8
Apr 2019,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  853.58, -2.1%,  2.3%,113.4
May 2019,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  892.73,  4.6%, 10.6%,118.6
Jun 2019,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  858.84, -3.8%,  2.4%,114.1
Jul 2019,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  887.75,  3.4%,  2.2%,118.0
Aug 2019,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  905.38,  2.0%,  4.5%,120.3
Sep 2019,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  895.32, -1.1%,  6.4%,119.0
Oct 2019,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  909.41,  1.6%, 12.4%,120.9
Nov 2019,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  909.94,  0.1%,  4.9%,120.9
Dec 2019,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  927.06,  1.9%,  5.4%,123.2
Jan 2020,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  942.53,  1.7%,  3.5%,125.3
Feb 2020,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  898.66, -4.7%,  6.3%,119.4
Mar 2020,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  929.86,  3.5%,  6.7%,123.6
Apr 2020,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  977.38,  5.1%, 14.5%,129.9
May 2020,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  910.86, -6.8%,  2.0%,121.0
Jun 2020,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  887.27, -2.6%,  3.3%,117.9
Jul 2020,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  850.71, -4.1%, -4.2%,113.1
Aug 2020,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  914.02,  7.4%,  1.0%,121.5
Sep 2020,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  939.82,  2.8%,  5.0%,124.9
Oct 2020,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,103.68", 17.4%, 21.4%,146.7
Nov 2020,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  879.63,-20.3%, -3.3%,116.9
Dec 2020,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  921.94,  4.8%, -0.6%,122.5
Jan 2021,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  963.85,  4.5%,  2.3%,128.1
Feb 2021,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  845.07,-12.3%, -6.0%,112.3
Mar 2021,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  866.29,  2.5%, -6.8%,115.1
Apr 2021,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  823.84, -4.9%,-15.7%,109.5
May 2021,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  917.25, 11.3%,  0.7%,121.9
Jun 2021,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  966.13,  5.3%,  8.9%,128.4
Jul 2021,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  930.47, -3.7%,  9.4%,123.7
Aug 2021,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  936.22,  0.6%,  2.4%,124.4
Sep 2021,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  935.80,  0.0%, -0.4%,124.4
Oct 2021,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  964.19,  3.0%,-12.6%,128.1
Nov 2021,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  981.82,  1.8%, 11.6%,130.5
Dec 2021,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  995.34,  1.4%,  8.0%,132.3
Jan 2022,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  979.76, -1.6%,  1.7%,130.2
Feb 2022,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  961.39, -1.9%, 13.8%,127.8
Mar 2022,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  968.54,  0.7%, 11.8%,128.7
Apr 2022,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  986.66,  1.9%, 19.8%,131.1
May 2022,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  983.24, -0.3%,  7.2%,130.7
Jun 2022,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  967.89, -1.6%,  0.2%,128.6
Jul 2022,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  999.45,  3.3%,  7.4%,132.8
Aug 2022,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,001.34",  0.2%,  7.0%,133.1
Sep 2022,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  970.38, -3.1%,  3.7%,129.0
Oct 2022,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  971.53,  0.1%,  0.8%,129.1
Nov 2022,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  991.45,  2.1%,  1.0%,131.8
Dec 2022,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,000.25",  0.9%,  0.5%,132.9
Jan 2023,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  984.01, -1.6%,  0.4%,130.8
Feb 2023,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  980.56, -0.4%,  2.0%,130.3
Mar 2023,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,$  993.66,  1.3%,  2.6%,132.1
Apr 2023,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,018.42",  2.5%,  3.2%,135.3
May 2023,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,046.11",  2.7%,  6.4%,139.0
Jun 2023,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,083.63",  3.6%, 12.0%,144.0
Jul 2023,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,070.69", -1.2%,  7.1%,142.3
Aug 2023,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,037.54", -3.1%,  3.6%,137.9
Sep 2023,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,089.96",  5.1%, 12.3%,144.9
Oct 2023,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,111.13",  1.9%, 14.4%,147.7
Nov 2023,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,134.84",  2.1%, 14.5%,150.8
Dec 2023,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,085.55", -4.3%,  8.5%,144.3
Jan 2024,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,113.14",  2.5%, 13.1%,147.9
Feb 2024,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,105.26", -0.7%, 12.7%,146.9
Mar 2024,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,123.89",  1.7%, 13.1%,149.4
Apr 2024,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,123.15", -0.1%, 10.3%,149.3
May 2024,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,190.91",  6.0%, 13.8%,158.3
Jun 2024,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,150.85", -3.4%,  6.2%,152.9
Jul 2024,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,132.56", -1.6%,  5.8%,150.5
Aug 2024,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,160.42",  2.5%, 11.8%,154.2
Sep 2024,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,128.12", -2.8%,  3.5%,149.9
Oct 2024,Nova Scotia,Average weekly earnings including overtime for all employees,Health care and social assistance,"$1,131.23",  0.3%,  1.8%,150.3
Jan 2011,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  528.05, -5.1%, 10.1%,100.0
Feb 2011,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  507.79, -3.8%,  0.4%, 96.2
Mar 2011,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  511.97,  0.8%,  3.3%, 97.0
Apr 2011,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  545.21,  6.5%,  7.3%,103.2
May 2011,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  499.00, -8.5%, -4.7%, 94.5
Jun 2011,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  488.82, -2.0%, -7.8%, 92.6
Jul 2011,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  493.30,  0.9%, -6.2%, 93.4
Aug 2011,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  507.72,  2.9%, -0.6%, 96.1
Sep 2011,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  522.31,  2.9%, -3.2%, 98.9
Oct 2011,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  484.30, -7.3%,-11.8%, 91.7
Nov 2011,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  483.61, -0.1%,-11.8%, 91.6
Dec 2011,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  502.24,  3.9%, -9.7%, 95.1
Jan 2012,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  501.46, -0.2%, -5.0%, 95.0
Feb 2012,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  510.40,  1.8%,  0.5%, 96.7
Mar 2012,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  511.62,  0.2%, -0.1%, 96.9
Apr 2012,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  507.78, -0.8%, -6.9%, 96.2
May 2012,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  512.42,  0.9%,  2.7%, 97.0
Jun 2012,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  533.17,  4.0%,  9.1%,101.0
Jul 2012,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  526.51, -1.2%,  6.7%, 99.7
Aug 2012,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  543.20,  3.2%,  7.0%,102.9
Sep 2012,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  491.99, -9.4%, -5.8%, 93.2
Oct 2012,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  522.68,  6.2%,  7.9%, 99.0
Nov 2012,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  534.26,  2.2%, 10.5%,101.2
Dec 2012,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  510.08, -4.5%,  1.6%, 96.6
Jan 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  541.69,  6.2%,  8.0%,102.6
Feb 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  540.01, -0.3%,  5.8%,102.3
Mar 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  534.26, -1.1%,  4.4%,101.2
Apr 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  526.50, -1.5%,  3.7%, 99.7
May 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  539.74,  2.5%,  5.3%,102.2
Jun 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  532.07, -1.4%, -0.2%,100.8
Jul 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  532.06,  0.0%,  1.1%,100.8
Aug 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  522.52, -1.8%, -3.8%, 99.0
Sep 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  538.11,  3.0%,  9.4%,101.9
Oct 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  549.50,  2.1%,  5.1%,104.1
Nov 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  553.05,  0.6%,  3.5%,104.7
Dec 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  562.77,  1.8%, 10.3%,106.6
Jan 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  521.49, -7.3%, -3.7%, 98.8
Feb 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  554.25,  6.3%,  2.6%,105.0
Mar 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  521.99, -5.8%, -2.3%, 98.9
Apr 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  543.10,  4.0%,  3.2%,102.9
May 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  556.59,  2.5%,  3.1%,105.4
Jun 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  538.51, -3.2%,  1.2%,102.0
Jul 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  540.70,  0.4%,  1.6%,102.4
Aug 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  535.73, -0.9%,  2.5%,101.5
Sep 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  550.09,  2.7%,  2.2%,104.2
Oct 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  530.62, -3.5%, -3.4%,100.5
Nov 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  530.47,  0.0%, -4.1%,100.5
Dec 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  569.20,  7.3%,  1.1%,107.8
Jan 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  569.96,  0.1%,  9.3%,107.9
Feb 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Arts, entertainment and recreation",$  533.47, -6.4%, -3.7%,101.0
