Month,Geography,Estimate,North American Industry Classification System (NAICS),Value,Monthly Change,Yearly change,Indexed value
Feb 2024,New Brunswick,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,324.03", -0.2%, 10.3%,147.0
Mar 2024,New Brunswick,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,342.84",  1.4%, 12.2%,149.1
Apr 2024,New Brunswick,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,297.05", -3.4%,  7.1%,144.1
May 2024,New Brunswick,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,311.03",  1.1%,  8.8%,145.6
Jun 2024,New Brunswick,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,303.52", -0.6%,  8.7%,144.8
Jul 2024,New Brunswick,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,319.03",  1.2%,  9.2%,146.5
Aug 2024,New Brunswick,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,385.64",  5.0%,  8.7%,153.9
Sep 2024,New Brunswick,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,432.57",  3.4%, 10.6%,159.1
Oct 2024,New Brunswick,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,415.15", -1.2%, 11.9%,157.2
Jan 2011,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2011,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2011,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2011,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2011,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2011,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2011,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2011,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2011,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2011,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2011,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2011,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2012,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$1,706.92",..,..,100.0
Feb 2012,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2012,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2012,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2012,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2012,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2012,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2012,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2012,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2012,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2012,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2012,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2013,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2013,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2013,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2013,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2013,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2013,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2013,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2013,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2013,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2013,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2013,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2013,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2014,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2014,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2014,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2014,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2014,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2014,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2014,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2014,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2014,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2014,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2014,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2014,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2015,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2015,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2015,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2015,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2015,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2015,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2015,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2015,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2015,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2015,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2015,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2015,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2016,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2016,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2016,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2016,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2016,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2016,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2016,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2016,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2016,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2016,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2016,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2016,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2017,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2017,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2017,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2017,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2017,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2017,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2017,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2017,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2017,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2017,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2017,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2017,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2018,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2018,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2018,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2018,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$2,099.00",..,..,123.0
May 2018,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$2,337.06", 11.3%,..,136.9
Jun 2018,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$1,882.96",-19.4%,..,110.3
Jul 2018,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$1,825.08", -3.1%,..,106.9
Aug 2018,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$1,776.11", -2.7%,..,104.1
Sep 2018,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$1,801.73",  1.4%,..,105.6
Oct 2018,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$1,935.54",  7.4%,..,113.4
Nov 2018,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$1,948.17",  0.7%,..,114.1
Dec 2018,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$1,873.28", -3.8%,..,109.7
Jan 2019,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$1,916.15",  2.3%,..,112.3
Feb 2019,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$1,846.79", -3.6%,..,108.2
Mar 2019,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$1,878.89",  1.7%,..,110.1
Apr 2019,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$1,944.48",  3.5%, -7.4%,113.9
May 2019,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$2,024.12",  4.1%,-13.4%,118.6
Jun 2019,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$1,957.28", -3.3%,  3.9%,114.7
Jul 2019,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$2,075.04",  6.0%, 13.7%,121.6
Aug 2019,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$1,902.26", -8.3%,  7.1%,111.4
Sep 2019,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$1,957.48",  2.9%,  8.6%,114.7
Oct 2019,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$2,091.25",  6.8%,  8.0%,122.5
Nov 2019,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$2,165.44",  3.5%, 11.2%,126.9
Dec 2019,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,"$2,144.13", -1.0%, 14.5%,125.6
Jan 2020,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2020,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2020,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2020,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2020,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2020,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2020,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2020,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2020,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2020,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2020,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2020,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2021,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2021,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2021,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2021,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2021,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2021,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2021,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2021,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2021,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2021,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2021,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2021,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2022,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2022,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2022,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2022,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2022,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2022,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2022,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2022,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2022,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2022,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2022,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2022,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2023,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2023,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2023,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2023,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2023,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2023,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2023,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2023,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2023,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2023,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2023,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2023,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2024,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2024,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2024,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2024,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2024,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2024,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2024,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2024,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2024,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2024,New Brunswick,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2011,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  476.85, -1.8%, -0.1%,100.0
Feb 2011,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  489.46,  2.6%,  4.0%,102.6
Mar 2011,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  497.90,  1.7%,  4.0%,104.4
Apr 2011,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  509.95,  2.4%,  4.9%,106.9
May 2011,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  511.09,  0.2%,  8.9%,107.2
Jun 2011,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  500.91, -2.0%,  5.6%,105.0
Jul 2011,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  508.10,  1.4%,  8.2%,106.6
Aug 2011,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  500.80, -1.4%,  2.1%,105.0
Sep 2011,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  498.87, -0.4%,  2.2%,104.6
Oct 2011,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  504.66,  1.2%,  1.6%,105.8
Nov 2011,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  518.50,  2.7%,  9.8%,108.7
Dec 2011,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  513.13, -1.0%,  5.7%,107.6
Jan 2012,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  515.84,  0.5%,  8.2%,108.2
Feb 2012,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  526.97,  2.2%,  7.7%,110.5
Mar 2012,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  524.34, -0.5%,  5.3%,110.0
Apr 2012,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  528.78,  0.8%,  3.7%,110.9
May 2012,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  527.95, -0.2%,  3.3%,110.7
Jun 2012,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  530.17,  0.4%,  5.8%,111.2
Jul 2012,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  525.83, -0.8%,  3.5%,110.3
Aug 2012,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  521.36, -0.9%,  4.1%,109.3
Sep 2012,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  522.09,  0.1%,  4.7%,109.5
Oct 2012,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  522.68,  0.1%,  3.6%,109.6
Nov 2012,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  528.24,  1.1%,  1.9%,110.8
Dec 2012,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  520.92, -1.4%,  1.5%,109.2
Jan 2013,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  502.81, -3.5%, -2.5%,105.4
Feb 2013,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  500.19, -0.5%, -5.1%,104.9
Mar 2013,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  491.05, -1.8%, -6.3%,103.0
Apr 2013,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  474.95, -3.3%,-10.2%, 99.6
May 2013,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  499.15,  5.1%, -5.5%,104.7
Jun 2013,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  510.99,  2.4%, -3.6%,107.2
Jul 2013,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  511.14,  0.0%, -2.8%,107.2
Aug 2013,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  506.99, -0.8%, -2.8%,106.3
Sep 2013,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  519.44,  2.5%, -0.5%,108.9
Oct 2013,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  503.69, -3.0%, -3.6%,105.6
Nov 2013,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  518.84,  3.0%, -1.8%,108.8
Dec 2013,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  526.30,  1.4%,  1.0%,110.4
Jan 2014,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  538.47,  2.3%,  7.1%,112.9
Feb 2014,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  541.61,  0.6%,  8.3%,113.6
Mar 2014,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  526.42, -2.8%,  7.2%,110.4
Apr 2014,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  541.37,  2.8%, 14.0%,113.5
May 2014,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  521.06, -3.8%,  4.4%,109.3
Jun 2014,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  540.66,  3.8%,  5.8%,113.4
Jul 2014,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  538.40, -0.4%,  5.3%,112.9
Aug 2014,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  537.26, -0.2%,  6.0%,112.7
Sep 2014,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  532.32, -0.9%,  2.5%,111.6
Oct 2014,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  532.50,  0.0%,  5.7%,111.7
Nov 2014,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  538.39,  1.1%,  3.8%,112.9
Dec 2014,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  537.34, -0.2%,  2.1%,112.7
Jan 2015,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  550.08,  2.4%,  2.2%,115.4
Feb 2015,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  528.87, -3.9%, -2.4%,110.9
Mar 2015,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  539.63,  2.0%,  2.5%,113.2
Apr 2015,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  533.04, -1.2%, -1.5%,111.8
May 2015,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  548.42,  2.9%,  5.3%,115.0
Jun 2015,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  539.77, -1.6%, -0.2%,113.2
Jul 2015,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  550.83,  2.0%,  2.3%,115.5
Aug 2015,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  547.50, -0.6%,  1.9%,114.8
Sep 2015,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  546.44, -0.2%,  2.7%,114.6
Oct 2015,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  550.63,  0.8%,  3.4%,115.5
Nov 2015,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  551.96,  0.2%,  2.5%,115.8
Dec 2015,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  557.95,  1.1%,  3.8%,117.0
Jan 2016,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  571.82,  2.5%,  4.0%,119.9
Feb 2016,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  574.93,  0.5%,  8.7%,120.6
Mar 2016,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  585.81,  1.9%,  8.6%,122.8
Apr 2016,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  577.88, -1.4%,  8.4%,121.2
May 2016,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  577.46, -0.1%,  5.3%,121.1
Jun 2016,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  569.04, -1.5%,  5.4%,119.3
Jul 2016,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  568.16, -0.2%,  3.1%,119.1
Aug 2016,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  568.02,  0.0%,  3.7%,119.1
Sep 2016,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  572.06,  0.7%,  4.7%,120.0
Oct 2016,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  563.51, -1.5%,  2.3%,118.2
Nov 2016,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  559.81, -0.7%,  1.4%,117.4
Dec 2016,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  574.85,  2.7%,  3.0%,120.6
Jan 2017,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  553.50, -3.7%, -3.2%,116.1
Feb 2017,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  550.16, -0.6%, -4.3%,115.4
Mar 2017,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  571.14,  3.8%, -2.5%,119.8
Apr 2017,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  562.59, -1.5%, -2.6%,118.0
May 2017,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  561.64, -0.2%, -2.7%,117.8
Jun 2017,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  560.73, -0.2%, -1.5%,117.6
Jul 2017,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  554.46, -1.1%, -2.4%,116.3
Aug 2017,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  557.57,  0.6%, -1.8%,116.9
Sep 2017,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  554.62, -0.5%, -3.0%,116.3
Oct 2017,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  555.87,  0.2%, -1.4%,116.6
Nov 2017,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  564.86,  1.6%,  0.9%,118.5
Dec 2017,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  573.23,  1.5%, -0.3%,120.2
Jan 2018,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  564.53, -1.5%,  2.0%,118.4
Feb 2018,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  591.71,  4.8%,  7.6%,124.1
Mar 2018,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  611.42,  3.3%,  7.1%,128.2
Apr 2018,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  598.59, -2.1%,  6.4%,125.5
May 2018,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  584.86, -2.3%,  4.1%,122.7
Jun 2018,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  591.07,  1.1%,  5.4%,124.0
Jul 2018,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  593.13,  0.3%,  7.0%,124.4
Aug 2018,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  606.03,  2.2%,  8.7%,127.1
Sep 2018,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  595.80, -1.7%,  7.4%,124.9
Oct 2018,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  606.76,  1.8%,  9.2%,127.2
Nov 2018,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  606.75,  0.0%,  7.4%,127.2
Dec 2018,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  596.52, -1.7%,  4.1%,125.1
Jan 2019,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  580.51, -2.7%,  2.8%,121.7
Feb 2019,New Brunswick,Average weekly earnings including overtime for all employees,Retail trade,$  579.40, -0.2%, -2.1%,121.5
