Month,Geography,Estimate,North American Industry Classification System (NAICS),Value,Monthly Change,Yearly change,Indexed value
Feb 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,279.43",  2.5%,  5.2%,148.9
Mar 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,235.82", -3.4%, -4.2%,143.9
Apr 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,246.46",  0.9%, -3.5%,145.1
May 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,274.25",  2.2%,  9.1%,148.3
Jun 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,317.00",  3.4%,  9.5%,153.3
Jul 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,233.19", -6.4%, -2.3%,143.6
Aug 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,297.47",  5.2%,  8.1%,151.0
Sep 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,242.42", -4.2%,  0.0%,144.6
Oct 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,276.21",  2.7%,  0.6%,148.6
Nov 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,309.34",  2.6%,  5.1%,152.4
Dec 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,331.26",  1.7%,  2.6%,155.0
Jan 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,380.28",  3.7%, 10.6%,160.7
Feb 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,456.89",  5.6%, 13.9%,169.6
Mar 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,338.48", -8.1%,  8.3%,155.8
Apr 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,451.07",  8.4%, 16.4%,168.9
May 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,500.87",  3.4%, 17.8%,174.7
Jun 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,453.60", -3.1%, 10.4%,169.2
Jul 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,424.49", -2.0%, 15.5%,165.8
Aug 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,440.79",  1.1%, 11.0%,167.7
Sep 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,461.95",  1.5%, 17.7%,170.2
Oct 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,485.98",  1.6%, 16.4%,173.0
Jan 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,252.25",..,..,100.0
Apr 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,400.50", 11.8%,..,111.8
May 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,362.41", -2.7%,..,108.8
Jun 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,490.01",  9.4%,..,119.0
Jul 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,543.79",  3.6%,..,123.3
Aug 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,488.67", -3.6%,..,118.9
Sep 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,537.52",  3.3%,..,122.8
Oct 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,666.38",  8.4%,..,133.1
Nov 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,581.43", -5.1%,..,126.3
Dec 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,581.54",  0.0%,..,126.3
Jan 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,694.50",  7.1%,..,135.3
Feb 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,512.10",-10.8%,..,120.8
Mar 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,622.90",..,..,129.6
Apr 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,764.14",  8.7%,..,140.9
May 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,805.74",  2.4%,..,144.2
Jun 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,886.39",  4.5%,..,150.6
Jul 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,678.51",-11.0%,..,134.0
Aug 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,589.29", -5.3%,..,126.9
Sep 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,816.99", 14.3%,..,145.1
Oct 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,741.12", -4.2%,..,139.0
Nov 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,799.75",  3.4%,..,143.7
Dec 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,"$1,666.64", -7.4%,..,133.1
Jan 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Nov 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Dec 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Feb 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Mar 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Apr 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
May 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jun 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jul 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Aug 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Sep 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Oct 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Utilities,..,..,..,..
Jan 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  498.94,  1.0%,  1.6%,100.0
Feb 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  513.69,  3.0%,  2.8%,103.0
Mar 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  508.85, -0.9%,  4.7%,102.0
Apr 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  524.73,  3.1%,  4.2%,105.2
May 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  513.82, -2.1%,  3.8%,103.0
Jun 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  513.00, -0.2%,  3.1%,102.8
Jul 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  527.08,  2.7%,  8.7%,105.6
Aug 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  531.46,  0.8%,  6.8%,106.5
Sep 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  527.19, -0.8%,  7.1%,105.7
Oct 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  527.80,  0.1%,  4.5%,105.8
Nov 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  534.75,  1.3%,  9.9%,107.2
Dec 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  542.99,  1.5%, 10.0%,108.8
Jan 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  534.93, -1.5%,  7.2%,107.2
Feb 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  550.21,  2.9%,  7.1%,110.3
Mar 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  539.68, -1.9%,  6.1%,108.2
Apr 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  527.47, -2.3%,  0.5%,105.7
May 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  557.08,  5.6%,  8.4%,111.7
Jun 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  561.77,  0.8%,  9.5%,112.6
Jul 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  541.53, -3.6%,  2.7%,108.5
Aug 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  543.44,  0.4%,  2.3%,108.9
Sep 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  549.84,  1.2%,  4.3%,110.2
Oct 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  543.54, -1.1%,  3.0%,108.9
Nov 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  558.75,  2.8%,  4.5%,112.0
Dec 2012,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  565.23,  1.2%,  4.1%,113.3
Jan 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  542.81, -4.0%,  1.5%,108.8
Feb 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  530.44, -2.3%, -3.6%,106.3
Mar 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  557.33,  5.1%,  3.3%,111.7
Apr 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  553.54, -0.7%,  4.9%,110.9
May 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  545.65, -1.4%, -2.1%,109.4
Jun 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  527.23, -3.4%, -6.1%,105.7
Jul 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  564.92,  7.1%,  4.3%,113.2
Aug 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  542.24, -4.0%, -0.2%,108.7
Sep 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  554.60,  2.3%,  0.9%,111.2
Oct 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  547.43, -1.3%,  0.7%,109.7
Nov 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  531.80, -2.9%, -4.8%,106.6
Dec 2013,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  544.45,  2.4%, -3.7%,109.1
Jan 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  563.22,  3.4%,  3.8%,112.9
Feb 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  555.31, -1.4%,  4.7%,111.3
Mar 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  540.10, -2.7%, -3.1%,108.2
Apr 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  544.57,  0.8%, -1.6%,109.1
May 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  541.00, -0.7%, -0.9%,108.4
Jun 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  580.14,  7.2%, 10.0%,116.3
Jul 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  559.29, -3.6%, -1.0%,112.1
Aug 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  576.66,  3.1%,  6.3%,115.6
Sep 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  573.08, -0.6%,  3.3%,114.9
Oct 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  578.58,  1.0%,  5.7%,116.0
Nov 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  577.03, -0.3%,  8.5%,115.7
Dec 2014,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  569.69, -1.3%,  4.6%,114.2
Jan 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  574.88,  0.9%,  2.1%,115.2
Feb 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  566.48, -1.5%,  2.0%,113.5
Mar 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  572.02,  1.0%,  5.9%,114.6
Apr 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  578.64,  1.2%,  6.3%,116.0
May 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  576.93, -0.3%,  6.6%,115.6
Jun 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  571.47, -0.9%, -1.5%,114.5
Jul 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  584.59,  2.3%,  4.5%,117.2
Aug 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  572.11, -2.1%, -0.8%,114.7
Sep 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  567.10, -0.9%, -1.0%,113.7
Oct 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  578.86,  2.1%,  0.0%,116.0
Nov 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  595.66,  2.9%,  3.2%,119.4
Dec 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  582.76, -2.2%,  2.3%,116.8
Jan 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  593.32,  1.8%,  3.2%,118.9
Feb 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  587.94, -0.9%,  3.8%,117.8
Mar 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  604.82,  2.9%,  5.7%,121.2
Apr 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  589.47, -2.5%,  1.9%,118.1
May 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Retail trade,$  606.83,  2.9%,  5.2%,121.6
