Month,Geography,Estimate,North American Industry Classification System (NAICS),Value,Monthly Change,Yearly change,Indexed value
Jul 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,058.45", -0.8%,  1.9%,123.7
Aug 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,032.35", -1.3%, -4.8%,122.1
Sep 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,038.31",  0.3%, -3.5%,122.5
Oct 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,997.45", -2.0%, -6.9%,120.0
Nov 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,958.26", -2.0%,-10.5%,117.7
Dec 2015,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,008.56",  2.6%, -6.9%,120.7
Jan 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,013.73",  0.3%, -6.8%,121.0
Feb 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,061.44",  2.4%, -7.4%,123.9
Mar 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,045.55", -0.8%, -5.2%,122.9
Apr 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,064.88",  0.9%, -2.8%,124.1
May 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,088.63",  1.2%, -4.0%,125.5
Jun 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,059.02", -1.4%, -0.8%,123.7
Jul 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,236.69",  8.6%,  8.7%,134.4
Aug 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,213.37", -1.0%,  8.9%,133.0
Sep 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,231.86",  0.8%,  9.5%,134.1
Oct 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,155.06", -3.4%,  7.9%,129.5
Nov 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,195.35",  1.9%, 12.1%,131.9
Dec 2016,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,224.21",  1.3%, 10.7%,133.7
Jan 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,139.45", -3.8%,  6.2%,128.6
Feb 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,157.71",  0.9%,  4.7%,129.7
Mar 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,053.29", -4.8%,  0.4%,123.4
Apr 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,024.68", -1.4%, -1.9%,121.7
May 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,030.49",  0.3%, -2.8%,122.0
Jun 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,100.50",  3.4%,  2.0%,126.2
Jul 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,140.23",  1.9%, -4.3%,128.6
Aug 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,078.76", -2.9%, -6.1%,124.9
Sep 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,158.56",  3.8%, -3.3%,129.7
Oct 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,137.87", -1.0%, -0.8%,128.5
Nov 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,144.55",  0.3%, -2.3%,128.9
Dec 2017,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,180.52",  1.7%, -2.0%,131.0
Jan 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,205.52",  1.1%,  3.1%,132.5
Feb 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,065.10", -6.4%, -4.3%,124.1
Mar 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,045.22", -1.0%, -0.4%,122.9
Apr 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,091.38",  2.3%,  3.3%,125.7
May 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,970.45", -5.8%, -3.0%,118.4
Jun 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,028.55",  2.9%, -3.4%,121.9
Jul 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,851.71", -8.7%,-13.5%,111.3
Aug 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,931.40",  4.3%, -7.1%,116.1
Sep 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,000.61",  3.6%, -7.3%,120.2
Oct 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,196.19",  9.8%,  2.7%,132.0
Nov 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,214.76",  0.8%,  3.3%,133.1
Dec 2018,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,283.44",  3.1%,  4.7%,137.2
Jan 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,259.29", -1.1%,  2.4%,135.8
Feb 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,278.37",  0.8%, 10.3%,136.9
Mar 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,383.09",  4.6%, 16.5%,143.2
Apr 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,336.13", -2.0%, 11.7%,140.4
May 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,358.70",  1.0%, 19.7%,141.7
Jun 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,165.10", -8.2%,  6.7%,130.1
Jul 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,153.26", -0.5%, 16.3%,129.4
Aug 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,155.98",  0.1%, 11.6%,129.6
Sep 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,967.61", -8.7%, -1.6%,118.2
Oct 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,969.75",  0.1%,-10.3%,118.4
Nov 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,999.48",  1.5%, -9.7%,120.1
Dec 2019,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,922.84", -3.8%,-15.8%,115.5
Jan 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,056.83",  7.0%, -9.0%,123.6
Feb 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,078.66",  1.1%, -8.8%,124.9
Mar 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,082.60",  0.2%,-12.6%,125.1
Apr 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,966.06", -5.6%,-15.8%,118.1
May 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,083.93",  6.0%,-11.6%,125.2
Jun 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,145.49",  3.0%, -0.9%,128.9
Jul 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,199.66",  2.5%,  2.2%,132.2
Aug 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,166.18", -1.5%,  0.5%,130.2
Sep 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,201.61",  1.6%, 11.9%,132.3
Oct 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,218.28",  0.8%, 12.6%,133.3
Nov 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,228.24",  0.4%, 11.4%,133.9
Dec 2020,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,185.60", -1.9%, 13.7%,131.3
Jan 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,201.41",  0.7%,  7.0%,132.3
Feb 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,148.20", -2.4%,  3.3%,129.1
Mar 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,447.87", 13.9%, 17.5%,147.1
Apr 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,203.27",-10.0%, 12.1%,132.4
May 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jun 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,163.13",..,  0.8%,130.0
Jul 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,240.32",  3.6%,  1.8%,134.6
Aug 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,285.92",  2.0%,  5.5%,137.4
Sep 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,053.22",-10.2%, -6.7%,123.4
Oct 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,989.71", -3.1%,-10.3%,119.6
Nov 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,996.82",  0.4%,-10.4%,120.0
Dec 2021,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,976.89", -1.0%, -9.5%,118.8
Jan 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,934.37", -2.2%,-12.1%,116.2
Feb 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,982.03",  2.5%, -7.7%,119.1
Mar 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,778.56",-10.3%,-27.3%,106.9
Apr 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,146.38", 20.7%, -2.6%,129.0
May 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,042.02", -4.9%,..,122.7
Jun 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,194.09",  7.4%,  1.4%,131.8
Jul 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,904.52",-13.2%,-15.0%,114.4
Aug 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$1,979.83",  4.0%,-13.4%,119.0
Sep 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,058.35",  4.0%,  0.2%,123.7
Oct 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,031.60", -1.3%,  2.1%,122.1
Nov 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,068.65",  1.8%,  3.6%,124.3
Dec 2022,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,168.68",  4.8%,  9.7%,130.3
Jan 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,094.09", -3.4%,  8.3%,125.8
Feb 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,134.11",  1.9%,  7.7%,128.2
Mar 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,111.70", -1.1%, 18.7%,126.9
Apr 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,165.04",  2.5%,  0.9%,130.1
May 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,255.41",  4.2%, 10.4%,135.5
Jun 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,352.68",  4.3%,  7.2%,141.4
Jul 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,447.35",  4.0%, 28.5%,147.1
Aug 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,548.30",  4.1%, 28.7%,153.1
Sep 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,592.04",  1.7%, 25.9%,155.8
Oct 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,540.79", -2.0%, 25.1%,152.7
Nov 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,409.15", -5.2%, 16.5%,144.8
Dec 2023,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,407.82", -0.1%, 11.0%,144.7
Jan 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,564.12",  6.5%, 22.4%,154.1
Feb 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,666.48",  4.0%, 24.9%,160.2
Mar 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,569.06", -3.7%, 21.7%,154.4
Apr 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,505.82", -2.5%, 15.7%,150.6
May 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,520.34",  0.6%, 11.7%,151.4
Jun 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,496.87", -0.9%,  6.1%,150.0
Jul 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,598.55",  4.1%,  6.2%,156.1
Aug 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,585.83", -0.5%,  1.5%,155.4
Sep 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,614.35",  1.1%,  0.9%,157.1
Oct 2024,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction","$2,750.14",  5.2%,  8.2%,165.3
Jan 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,$  859.03, -7.1%,  0.6%,100.0
Feb 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,$  914.19,  6.4%,  5.8%,106.4
Mar 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,$  956.01,  4.6%, 17.9%,111.3
Apr 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,$  895.58, -6.3%,  1.3%,104.3
May 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,$  875.39, -2.3%,  3.7%,101.9
Jun 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,$  878.92,  0.4%, -2.0%,102.3
Jul 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,$  861.67, -2.0%, -0.1%,100.3
Aug 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,$  892.64,  3.6%,  6.6%,103.9
Sep 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,$  862.13, -3.4%,  1.0%,100.4
Oct 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,$  913.72,  6.0%,  6.7%,106.4
Nov 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,$  880.17, -3.7%,  1.1%,102.5
Dec 2011,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Wholesale trade,$  839.77, -4.6%, -9.2%, 97.8
