Month,Geography,Estimate,North American Industry Classification System (NAICS),Value,Monthly Change,Yearly change,Indexed value
Jul 2012,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  358.06,  3.1%,  2.6%,100.3
Aug 2012,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  361.18,  0.9%,  4.7%,101.2
Sep 2012,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  354.02, -2.0%,  1.0%, 99.1
Oct 2012,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  350.90, -0.9%,  3.0%, 98.3
Nov 2012,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  375.64,  7.1%,  9.3%,105.2
Dec 2012,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  363.19, -3.3%,  3.8%,101.7
Jan 2013,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  365.73,  0.7%,  5.9%,102.4
Feb 2013,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  353.97, -3.2%,  0.3%, 99.1
Mar 2013,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  360.44,  1.8%,  0.0%,100.9
Apr 2013,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  355.80, -1.3%,  3.0%, 99.6
May 2013,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  357.22,  0.4%, -0.6%,100.0
Jun 2013,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  368.24,  3.1%,  6.0%,103.1
Jul 2013,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  356.54, -3.2%, -0.4%, 99.9
Aug 2013,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  361.71,  1.5%,  0.1%,101.3
Sep 2013,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  361.45, -0.1%,  2.1%,101.2
Oct 2013,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  365.55,  1.1%,  4.2%,102.4
Nov 2013,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  358.79, -1.8%, -4.5%,100.5
Dec 2013,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  346.93, -3.3%, -4.5%, 97.2
Jan 2014,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  358.50,  3.3%, -2.0%,100.4
Feb 2014,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  365.89,  2.1%,  3.4%,102.5
Mar 2014,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  361.69, -1.1%,  0.3%,101.3
Apr 2014,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  366.58,  1.4%,  3.0%,102.7
May 2014,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  377.96,  3.1%,  5.8%,105.9
Jun 2014,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  360.13, -4.7%, -2.2%,100.9
Jul 2014,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  374.87,  4.1%,  5.1%,105.0
Aug 2014,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  366.87, -2.1%,  1.4%,102.7
Sep 2014,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  354.08, -3.5%, -2.0%, 99.2
Oct 2014,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  378.42,  6.9%,  3.5%,106.0
Nov 2014,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  361.61, -4.4%,  0.8%,101.3
Dec 2014,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  376.41,  4.1%,  8.5%,105.4
Jan 2015,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  368.30, -2.2%,  2.7%,103.1
Feb 2015,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  365.50, -0.8%, -0.1%,102.4
Mar 2015,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  364.09, -0.4%,  0.7%,102.0
Apr 2015,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  388.72,  6.8%,  6.0%,108.9
May 2015,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  367.01, -5.6%, -2.9%,102.8
Jun 2015,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  366.03, -0.3%,  1.6%,102.5
Jul 2015,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  378.28,  3.3%,  0.9%,105.9
Aug 2015,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  354.26, -6.3%, -3.4%, 99.2
Sep 2015,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  360.43,  1.7%,  1.8%,100.9
Oct 2015,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  361.46,  0.3%, -4.5%,101.2
Nov 2015,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  366.44,  1.4%,  1.3%,102.6
Dec 2015,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  362.13, -1.2%, -3.8%,101.4
Jan 2016,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  366.15,  1.1%, -0.6%,102.5
Feb 2016,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  368.83,  0.7%,  0.9%,103.3
Mar 2016,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  360.73, -2.2%, -0.9%,101.0
Apr 2016,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  350.78, -2.8%, -9.8%, 98.2
May 2016,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  354.32,  1.0%, -3.5%, 99.2
Jun 2016,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  371.30,  4.8%,  1.4%,104.0
Jul 2016,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  346.00, -6.8%, -8.5%, 96.9
Aug 2016,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  357.16,  3.2%,  0.8%,100.0
Sep 2016,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  373.85,  4.7%,  3.7%,104.7
Oct 2016,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  357.16, -4.5%, -1.2%,100.0
Nov 2016,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  346.63, -2.9%, -5.4%, 97.1
Dec 2016,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  367.42,  6.0%,  1.5%,102.9
Jan 2017,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  354.41, -3.5%, -3.2%, 99.3
Feb 2017,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  352.35, -0.6%, -4.5%, 98.7
Mar 2017,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  364.35,  3.4%,  1.0%,102.0
Apr 2017,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  356.75, -2.1%,  1.7%, 99.9
May 2017,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  360.30,  1.0%,  1.7%,100.9
Jun 2017,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  365.76,  1.5%, -1.5%,102.4
Jul 2017,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  366.56,  0.2%,  5.9%,102.7
Aug 2017,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  387.88,  5.8%,  8.6%,108.6
Sep 2017,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  367.33, -5.3%, -1.7%,102.9
Oct 2017,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  366.78, -0.1%,  2.7%,102.7
Nov 2017,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  386.19,  5.3%, 11.4%,108.2
Dec 2017,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  377.21, -2.3%,  2.7%,105.6
Jan 2018,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  366.27, -2.9%,  3.3%,102.6
Feb 2018,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  380.10,  3.8%,  7.9%,106.4
Mar 2018,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  382.97,  0.8%,  5.1%,107.3
Apr 2018,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  385.57,  0.7%,  8.1%,108.0
May 2018,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  386.99,  0.4%,  7.4%,108.4
Jun 2018,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  376.29, -2.8%,  2.9%,105.4
Jul 2018,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  384.74,  2.2%,  5.0%,107.7
Aug 2018,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  390.08,  1.4%,  0.6%,109.2
Sep 2018,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  377.90, -3.1%,  2.9%,105.8
Oct 2018,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  385.50,  2.0%,  5.1%,108.0
Nov 2018,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  400.07,  3.8%,  3.6%,112.0
Dec 2018,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  391.07, -2.2%,  3.7%,109.5
Jan 2019,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  404.31,  3.4%, 10.4%,113.2
Feb 2019,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  395.59, -2.2%,  4.1%,110.8
Mar 2019,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  385.73, -2.5%,  0.7%,108.0
Apr 2019,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  386.64,  0.2%,  0.3%,108.3
May 2019,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  400.08,  3.5%,  3.4%,112.0
Jun 2019,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  394.54, -1.4%,  4.8%,110.5
Jul 2019,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  395.46,  0.2%,  2.8%,110.8
Aug 2019,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  395.67,  0.1%,  1.4%,110.8
Sep 2019,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  414.05,  4.6%,  9.6%,116.0
Oct 2019,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  414.49,  0.1%,  7.5%,116.1
Nov 2019,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  399.46, -3.6%, -0.2%,111.9
Dec 2019,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  396.83, -0.7%,  1.5%,111.1
Jan 2020,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  411.04,  3.6%,  1.7%,115.1
Feb 2020,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  402.45, -2.1%,  1.7%,112.7
Mar 2020,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  420.34,  4.4%,  9.0%,117.7
Apr 2020,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  465.29, 10.7%, 20.3%,130.3
May 2020,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  456.79, -1.8%, 14.2%,127.9
Jun 2020,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  417.72, -8.6%,  5.9%,117.0
Jul 2020,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  424.43,  1.6%,  7.3%,118.9
Aug 2020,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  402.41, -5.2%,  1.7%,112.7
Sep 2020,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  407.21,  1.2%, -1.7%,114.0
Oct 2020,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  427.18,  4.9%,  3.1%,119.6
Nov 2020,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  413.28, -3.3%,  3.5%,115.7
Dec 2020,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  422.95,  2.3%,  6.6%,118.5
Jan 2021,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  445.35,  5.3%,  8.3%,124.7
Feb 2021,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  462.42,  3.8%, 14.9%,129.5
Mar 2021,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  434.06, -6.1%,  3.3%,121.6
Apr 2021,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  448.21,  3.3%, -3.7%,125.5
May 2021,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  439.97, -1.8%, -3.7%,123.2
Jun 2021,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  438.89, -0.2%,  5.1%,122.9
Jul 2021,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  442.46,  0.8%,  4.2%,123.9
Aug 2021,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  451.99,  2.2%, 12.3%,126.6
Sep 2021,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  461.27,  2.1%, 13.3%,129.2
Oct 2021,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  450.73, -2.3%,  5.5%,126.2
Nov 2021,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  450.78,  0.0%,  9.1%,126.2
Dec 2021,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  453.63,  0.6%,  7.3%,127.0
Jan 2022,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  429.61, -5.3%, -3.5%,120.3
Feb 2022,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  447.19,  4.1%, -3.3%,125.2
Mar 2022,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  449.39,  0.5%,  3.5%,125.9
Apr 2022,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  442.03, -1.6%, -1.4%,123.8
May 2022,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  449.81,  1.8%,  2.2%,126.0
Jun 2022,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  454.28,  1.0%,  3.5%,127.2
Jul 2022,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  456.07,  0.4%,  3.1%,127.7
Aug 2022,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  442.85, -2.9%, -2.0%,124.0
Sep 2022,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  456.11,  3.0%, -1.1%,127.7
Oct 2022,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  437.02, -4.2%, -3.0%,122.4
Nov 2022,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  447.05,  2.3%, -0.8%,125.2
Dec 2022,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  447.06,  0.0%, -1.4%,125.2
Jan 2023,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  450.26,  0.7%,  4.8%,126.1
Feb 2023,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  459.13,  2.0%,  2.7%,128.6
Mar 2023,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  449.77, -2.0%,  0.1%,126.0
Apr 2023,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  455.86,  1.4%,  3.1%,127.7
May 2023,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  460.66,  1.1%,  2.4%,129.0
Jun 2023,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  467.25,  1.4%,  2.9%,130.9
Jul 2023,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  460.05, -1.5%,  0.9%,128.8
Aug 2023,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  487.18,  5.9%, 10.0%,136.4
Sep 2023,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  462.61, -5.0%,  1.4%,129.6
Oct 2023,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  477.81,  3.3%,  9.3%,133.8
Nov 2023,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  497.29,  4.1%, 11.2%,139.3
Dec 2023,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  493.98, -0.7%, 10.5%,138.3
Jan 2024,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  498.62,  0.9%, 10.7%,139.6
Feb 2024,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  493.54, -1.0%,  7.5%,138.2
Mar 2024,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  485.40, -1.6%,  7.9%,135.9
Apr 2024,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  490.25,  1.0%,  7.5%,137.3
May 2024,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  489.09, -0.2%,  6.2%,137.0
Jun 2024,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  492.46,  0.7%,  5.4%,137.9
Jul 2024,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  501.07,  1.7%,  8.9%,140.3
Aug 2024,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  506.03,  1.0%,  3.9%,141.7
Sep 2024,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  519.24,  2.6%, 12.2%,145.4
Oct 2024,Quebec,Average weekly earnings including overtime for all employees,Accommodation and food services,$  520.72,  0.3%,  9.0%,145.8
Jan 2011,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  640.22, -0.6%,  0.2%,100.0
Feb 2011,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  623.27, -2.6%, -0.6%, 97.4
Mar 2011,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  615.38, -1.3%, -4.0%, 96.1
Apr 2011,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  654.28,  6.3%,  5.9%,102.2
May 2011,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  633.48, -3.2%,  3.0%, 98.9
Jun 2011,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  632.32, -0.2%, -1.2%, 98.8
Jul 2011,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  634.22,  0.3%,  1.7%, 99.1
Aug 2011,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  635.92,  0.3%,  2.4%, 99.3
Sep 2011,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  635.27, -0.1%,  2.3%, 99.2
Oct 2011,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  639.44,  0.7%,  0.8%, 99.9
Nov 2011,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  640.02,  0.1%,  1.5%,100.0
Dec 2011,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  656.14,  2.5%,  1.9%,102.5
Jan 2012,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  640.10, -2.4%,  0.0%,100.0
Feb 2012,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  650.23,  1.6%,  4.3%,101.6
Mar 2012,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  653.80,  0.5%,  6.2%,102.1
Apr 2012,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  670.43,  2.5%,  2.5%,104.7
May 2012,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  662.95, -1.1%,  4.7%,103.6
Jun 2012,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  654.08, -1.3%,  3.4%,102.2
Jul 2012,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  647.06, -1.1%,  2.0%,101.1
Aug 2012,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  656.07,  1.4%,  3.2%,102.5
Sep 2012,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  656.80,  0.1%,  3.4%,102.6
Oct 2012,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  652.47, -0.7%,  2.0%,101.9
Nov 2012,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  675.59,  3.5%,  5.6%,105.5
Dec 2012,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  655.62, -3.0%, -0.1%,102.4
Jan 2013,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  661.56,  0.9%,  3.4%,103.3
Feb 2013,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  668.79,  1.1%,  2.9%,104.5
Mar 2013,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  654.86, -2.1%,  0.2%,102.3
Apr 2013,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  641.22, -2.1%, -4.4%,100.2
May 2013,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  672.52,  4.9%,  1.4%,105.0
Jun 2013,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  652.61, -3.0%, -0.2%,101.9
Jul 2013,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  655.71,  0.5%,  1.3%,102.4
Aug 2013,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  655.22, -0.1%, -0.1%,102.3
Sep 2013,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  660.73,  0.8%,  0.6%,103.2
Oct 2013,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  686.85,  4.0%,  5.3%,107.3
Nov 2013,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  656.46, -4.4%, -2.8%,102.5
Dec 2013,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  655.24, -0.2%, -0.1%,102.3
Jan 2014,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  640.39, -2.3%, -3.2%,100.0
Feb 2014,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  649.19,  1.4%, -2.9%,101.4
Mar 2014,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  664.30,  2.3%,  1.4%,103.8
Apr 2014,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  648.70, -2.3%,  1.2%,101.3
May 2014,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  675.39,  4.1%,  0.4%,105.5
Jun 2014,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  656.54, -2.8%,  0.6%,102.5
Jul 2014,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  660.49,  0.6%,  0.7%,103.2
Aug 2014,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  674.11,  2.1%,  2.9%,105.3
Sep 2014,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  681.10,  1.0%,  3.1%,106.4
Oct 2014,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  660.67, -3.0%, -3.8%,103.2
Nov 2014,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  670.01,  1.4%,  2.1%,104.7
Dec 2014,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  683.14,  2.0%,  4.3%,106.7
Jan 2015,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  666.32, -2.5%,  4.0%,104.1
Feb 2015,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  671.52,  0.8%,  3.4%,104.9
Mar 2015,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  664.58, -1.0%,  0.0%,103.8
Apr 2015,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  686.83,  3.3%,  5.9%,107.3
May 2015,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  656.27, -4.4%, -2.8%,102.5
Jun 2015,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  691.87,  5.4%,  5.4%,108.1
Jul 2015,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  684.42, -1.1%,  3.6%,106.9
Aug 2015,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  672.02, -1.8%, -0.3%,105.0
Sep 2015,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  681.66,  1.4%,  0.1%,106.5
Oct 2015,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  722.34,  6.0%,  9.3%,112.8
Nov 2015,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  680.77, -5.8%,  1.6%,106.3
Dec 2015,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  663.96, -2.5%, -2.8%,103.7
Jan 2016,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  709.04,  6.8%,  6.4%,110.7
Feb 2016,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  685.17, -3.4%,  2.0%,107.0
Mar 2016,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  669.93, -2.2%,  0.8%,104.6
Apr 2016,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  683.22,  2.0%, -0.5%,106.7
May 2016,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  679.24, -0.6%,  3.5%,106.1
Jun 2016,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  686.39,  1.1%, -0.8%,107.2
Jul 2016,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  695.04,  1.3%,  1.6%,108.6
Aug 2016,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  697.65,  0.4%,  3.8%,109.0
Sep 2016,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  700.09,  0.3%,  2.7%,109.4
Oct 2016,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  699.92,  0.0%, -3.1%,109.3
Nov 2016,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  702.26,  0.3%,  3.2%,109.7
Dec 2016,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  714.07,  1.7%,  7.5%,111.5
Jan 2017,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  719.89,  0.8%,  1.5%,112.4
Feb 2017,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  719.10, -0.1%,  5.0%,112.3
Mar 2017,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  732.09,  1.8%,  9.3%,114.3
Apr 2017,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  710.63, -2.9%,  4.0%,111.0
May 2017,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  715.94,  0.7%,  5.4%,111.8
Jun 2017,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  703.22, -1.8%,  2.5%,109.8
Jul 2017,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  715.63,  1.8%,  3.0%,111.8
Aug 2017,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  721.99,  0.9%,  3.5%,112.8
Sep 2017,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  714.99, -1.0%,  2.1%,111.7
Oct 2017,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  700.98, -2.0%,  0.2%,109.5
Nov 2017,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  730.58,  4.2%,  4.0%,114.1
Dec 2017,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  740.78,  1.4%,  3.7%,115.7
