Month,Geography,Estimate,North American Industry Classification System (NAICS),Value,Monthly Change,Yearly change,Indexed value
Jan 2018,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  710.13, -4.1%, -1.4%,110.9
Feb 2018,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  727.16,  2.4%,  1.1%,113.6
Mar 2018,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  727.53,  0.1%, -0.6%,113.6
Apr 2018,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  729.14,  0.2%,  2.6%,113.9
May 2018,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  732.23,  0.4%,  2.3%,114.4
Jun 2018,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  719.85, -1.7%,  2.4%,112.4
Jul 2018,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  729.95,  1.4%,  2.0%,114.0
Aug 2018,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  730.31,  0.0%,  1.2%,114.1
Sep 2018,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  744.16,  1.9%,  4.1%,116.2
Oct 2018,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  742.06, -0.3%,  5.9%,115.9
Nov 2018,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  755.62,  1.8%,  3.4%,118.0
Dec 2018,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  759.87,  0.6%,  2.6%,118.7
Jan 2019,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  772.78,  1.7%,  8.8%,120.7
Feb 2019,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  742.68, -3.9%,  2.1%,116.0
Mar 2019,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  747.90,  0.7%,  2.8%,116.8
Apr 2019,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  753.75,  0.8%,  3.4%,117.7
May 2019,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  762.24,  1.1%,  4.1%,119.1
Jun 2019,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  789.34,  3.6%,  9.7%,123.3
Jul 2019,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  784.27, -0.6%,  7.4%,122.5
Aug 2019,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  775.05, -1.2%,  6.1%,121.1
Sep 2019,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  775.28,  0.0%,  4.2%,121.1
Oct 2019,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  789.18,  1.8%,  6.3%,123.3
Nov 2019,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  775.29, -1.8%,  2.6%,121.1
Dec 2019,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  772.07, -0.4%,  1.6%,120.6
Jan 2020,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  773.44,  0.2%,  0.1%,120.8
Feb 2020,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  788.68,  2.0%,  6.2%,123.2
Mar 2020,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  806.72,  2.3%,  7.9%,126.0
Apr 2020,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  849.82,  5.3%, 12.7%,132.7
May 2020,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  896.32,  5.5%, 17.6%,140.0
Jun 2020,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  902.23,  0.7%, 14.3%,140.9
Jul 2020,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  852.49, -5.5%,  8.7%,133.2
Aug 2020,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  865.31,  1.5%, 11.6%,135.2
Sep 2020,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  864.97,  0.0%, 11.6%,135.1
Oct 2020,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  871.21,  0.7%, 10.4%,136.1
Nov 2020,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  874.56,  0.4%, 12.8%,136.6
Dec 2020,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  856.03, -2.1%, 10.9%,133.7
Jan 2021,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  932.96,  9.0%, 20.6%,145.7
Feb 2021,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  873.25, -6.4%, 10.7%,136.4
Mar 2021,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  867.45, -0.7%,  7.5%,135.5
Apr 2021,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  874.10,  0.8%,  2.9%,136.5
May 2021,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  863.81, -1.2%, -3.6%,134.9
Jun 2021,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  878.65,  1.7%, -2.6%,137.2
Jul 2021,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  874.85, -0.4%,  2.6%,136.6
Aug 2021,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  888.42,  1.6%,  2.7%,138.8
Sep 2021,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  920.78,  3.6%,  6.5%,143.8
Oct 2021,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  871.99, -5.3%,  0.1%,136.2
Nov 2021,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  879.65,  0.9%,  0.6%,137.4
Dec 2021,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  935.39,  6.3%,  9.3%,146.1
Jan 2022,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  894.25, -4.4%, -4.1%,139.7
Feb 2022,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  907.27,  1.5%,  3.9%,141.7
Mar 2022,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  916.34,  1.0%,  5.6%,143.1
Apr 2022,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  930.29,  1.5%,  6.4%,145.3
May 2022,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  922.74, -0.8%,  6.8%,144.1
Jun 2022,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  901.63, -2.3%,  2.6%,140.8
Jul 2022,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  895.62, -0.7%,  2.4%,139.9
Aug 2022,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  908.35,  1.4%,  2.2%,141.9
Sep 2022,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  913.07,  0.5%, -0.8%,142.6
Oct 2022,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  917.07,  0.4%,  5.2%,143.2
Nov 2022,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  883.64, -3.6%,  0.5%,138.0
Dec 2022,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  926.60,  4.9%, -0.9%,144.7
Jan 2023,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  924.43, -0.2%,  3.4%,144.4
Feb 2023,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  947.05,  2.4%,  4.4%,147.9
Mar 2023,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  932.95, -1.5%,  1.8%,145.7
Apr 2023,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  940.10,  0.8%,  1.1%,146.8
May 2023,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  962.72,  2.4%,  4.3%,150.4
Jun 2023,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  968.49,  0.6%,  7.4%,151.3
Jul 2023,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  983.34,  1.5%,  9.8%,153.6
Aug 2023,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  965.36, -1.8%,  6.3%,150.8
Sep 2023,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  946.38, -2.0%,  3.6%,147.8
Oct 2023,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  978.14,  3.4%,  6.7%,152.8
Nov 2023,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  976.65, -0.2%, 10.5%,152.5
Dec 2023,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  983.42,  0.7%,  6.1%,153.6
Jan 2024,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  984.66,  0.1%,  6.5%,153.8
Feb 2024,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),$  984.60,  0.0%,  4.0%,153.8
Mar 2024,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),"$1,027.59",  4.4%, 10.1%,160.5
Apr 2024,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),"$1,015.20", -1.2%,  8.0%,158.6
May 2024,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),"$1,026.87",  1.1%,  6.7%,160.4
Jun 2024,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),"$1,044.96",  1.8%,  7.9%,163.2
Jul 2024,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),"$1,046.66",  0.2%,  6.4%,163.5
Aug 2024,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),"$1,051.89",  0.5%,  9.0%,164.3
Sep 2024,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),"$1,059.21",  0.7%, 11.9%,165.4
Oct 2024,Quebec,Average weekly earnings including overtime for all employees,Other services (except public administration),"$1,038.49", -2.0%,  6.2%,162.2
Jan 2011,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,003.91", -0.9%,  3.9%,100.0
Feb 2011,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,009.39",  0.5%,  3.8%,100.5
Mar 2011,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,000.51", -0.9%,  3.2%, 99.7
Apr 2011,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,005.39",  0.5%,  2.4%,100.1
May 2011,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,005.03",  0.0%,  2.7%,100.1
Jun 2011,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,003.78", -0.1%,  1.8%,100.0
Jul 2011,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,022.49",  1.9%,  4.0%,101.9
Aug 2011,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,019.64", -0.3%,  2.4%,101.6
Sep 2011,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,015.07", -0.4%,  1.1%,101.1
Oct 2011,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,023.02",  0.8%,  3.6%,101.9
Nov 2011,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,043.61",  2.0%,  3.9%,104.0
Dec 2011,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,022.24", -2.0%,  0.9%,101.8
Jan 2012,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,026.47",  0.4%,  2.2%,102.2
Feb 2012,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,042.93",  1.6%,  3.3%,103.9
Mar 2012,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,046.96",  0.4%,  4.6%,104.3
Apr 2012,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,020.46", -2.5%,  1.5%,101.6
May 2012,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,053.81",  3.3%,  4.9%,105.0
Jun 2012,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,028.60", -2.4%,  2.5%,102.5
Jul 2012,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,053.25",  2.4%,  3.0%,104.9
Aug 2012,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,071.53",  1.7%,  5.1%,106.7
Sep 2012,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,063.12", -0.8%,  4.7%,105.9
Oct 2012,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,078.07",  1.4%,  5.4%,107.4
Nov 2012,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,081.47",  0.3%,  3.6%,107.7
Dec 2012,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,091.06",  0.9%,  6.7%,108.7
Jan 2013,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,089.77", -0.1%,  6.2%,108.6
Feb 2013,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,064.57", -2.3%,  2.1%,106.0
Mar 2013,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,054.47", -0.9%,  0.7%,105.0
Apr 2013,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,068.21",  1.3%,  4.7%,106.4
May 2013,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,074.63",  0.6%,  2.0%,107.0
Jun 2013,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,076.53",  0.2%,  4.7%,107.2
Jul 2013,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,060.95", -1.4%,  0.7%,105.7
Aug 2013,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,064.72",  0.4%, -0.6%,106.1
Sep 2013,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,081.72",  1.6%,  1.7%,107.8
Oct 2013,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,071.44", -1.0%, -0.6%,106.7
Nov 2013,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,067.46", -0.4%, -1.3%,106.3
Dec 2013,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,075.28",  0.7%, -1.4%,107.1
Jan 2014,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,083.26",  0.7%, -0.6%,107.9
Feb 2014,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,075.62", -0.7%,  1.0%,107.1
Mar 2014,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,080.05",  0.4%,  2.4%,107.6
Apr 2014,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,099.50",  1.8%,  2.9%,109.5
May 2014,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,089.09", -0.9%,  1.3%,108.5
Jun 2014,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,094.90",  0.5%,  1.7%,109.1
Jul 2014,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,102.92",  0.7%,  4.0%,109.9
Aug 2014,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,069.78", -3.0%,  0.5%,106.6
Sep 2014,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,072.99",  0.3%, -0.8%,106.9
Oct 2014,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,082.94",  0.9%,  1.1%,107.9
Nov 2014,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,080.83", -0.2%,  1.3%,107.7
Dec 2014,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,089.28",  0.8%,  1.3%,108.5
Jan 2015,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,077.70", -1.1%, -0.5%,107.4
Feb 2015,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,097.26",  1.8%,  2.0%,109.3
Mar 2015,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,112.30",  1.4%,  3.0%,110.8
Apr 2015,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,130.88",  1.7%,  2.9%,112.6
May 2015,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,086.49", -3.9%, -0.2%,108.2
Jun 2015,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,117.81",  2.9%,  2.1%,111.3
Jul 2015,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,107.07", -1.0%,  0.4%,110.3
Aug 2015,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,105.44", -0.1%,  3.3%,110.1
Sep 2015,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,113.44",  0.7%,  3.8%,110.9
Oct 2015,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,131.45",  1.6%,  4.5%,112.7
Nov 2015,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,113.91", -1.6%,  3.1%,111.0
Dec 2015,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,100.59", -1.2%,  1.0%,109.6
Jan 2016,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,121.16",  1.9%,  4.0%,111.7
Feb 2016,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,129.45",  0.7%,  2.9%,112.5
Mar 2016,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,151.80",  2.0%,  3.6%,114.7
Apr 2016,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,092.40", -5.2%, -3.4%,108.8
May 2016,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,107.94",  1.4%,  2.0%,110.4
Jun 2016,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,097.82", -0.9%, -1.8%,109.4
Jul 2016,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,103.77",  0.5%, -0.3%,109.9
Aug 2016,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,140.94",  3.4%,  3.2%,113.6
Sep 2016,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,138.46", -0.2%,  2.2%,113.4
Oct 2016,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,123.96", -1.3%, -0.7%,112.0
Nov 2016,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,126.86",  0.3%,  1.2%,112.2
Dec 2016,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,134.44",  0.7%,  3.1%,113.0
Jan 2017,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,125.12", -0.8%,  0.4%,112.1
Feb 2017,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,129.12",  0.4%,  0.0%,112.5
Mar 2017,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,113.94", -1.3%, -3.3%,111.0
Apr 2017,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,120.73",  0.6%,  2.6%,111.6
May 2017,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,112.93", -0.7%,  0.5%,110.9
Jun 2017,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,131.93",  1.7%,  3.1%,112.8
Jul 2017,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,132.10",  0.0%,  2.6%,112.8
Aug 2017,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,145.47",  1.2%,  0.4%,114.1
Sep 2017,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,142.92", -0.2%,  0.4%,113.8
Oct 2017,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,140.87", -0.2%,  1.5%,113.6
Nov 2017,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,175.09",  3.0%,  4.3%,117.1
Dec 2017,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,161.59", -1.1%,  2.4%,115.7
Jan 2018,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,185.84",  2.1%,  5.4%,118.1
Feb 2018,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,182.66", -0.3%,  4.7%,117.8
Mar 2018,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,188.39",  0.5%,  6.7%,118.4
Apr 2018,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,199.89",  1.0%,  7.1%,119.5
May 2018,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,223.19",  1.9%,  9.9%,121.8
Jun 2018,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,199.76", -1.9%,  6.0%,119.5
Jul 2018,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,197.40", -0.2%,  5.8%,119.3
Aug 2018,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,199.19",  0.1%,  4.7%,119.5
Sep 2018,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,195.05", -0.3%,  4.6%,119.0
Oct 2018,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,207.52",  1.0%,  5.8%,120.3
Nov 2018,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,179.17", -2.3%,  0.3%,117.5
Dec 2018,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,219.44",  3.4%,  5.0%,121.5
Jan 2019,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,210.02", -0.8%,  2.0%,120.5
Feb 2019,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,214.23",  0.3%,  2.7%,121.0
Mar 2019,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,215.94",  0.1%,  2.3%,121.1
Apr 2019,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,206.00", -0.8%,  0.5%,120.1
May 2019,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,249.61",  3.6%,  2.2%,124.5
Jun 2019,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,234.87", -1.2%,  2.9%,123.0
Jul 2019,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,257.79",  1.9%,  5.0%,125.3
Aug 2019,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,215.54", -3.4%,  1.4%,121.1
Sep 2019,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,223.84",  0.7%,  2.4%,121.9
Oct 2019,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,252.51",  2.3%,  3.7%,124.8
Nov 2019,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,238.52", -1.1%,  5.0%,123.4
Dec 2019,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,244.82",  0.5%,  2.1%,124.0
Jan 2020,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,236.38", -0.7%,  2.2%,123.2
Feb 2020,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,237.32",  0.1%,  1.9%,123.3
Mar 2020,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,250.10",  1.0%,  2.8%,124.5
Apr 2020,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,291.24",  3.3%,  7.1%,128.6
May 2020,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,292.02",  0.1%,  3.4%,128.7
Jun 2020,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,308.68",  1.3%,  6.0%,130.4
Jul 2020,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,297.59", -0.8%,  3.2%,129.3
Aug 2020,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,313.57",  1.2%,  8.1%,130.8
Sep 2020,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,317.72",  0.3%,  7.7%,131.3
Oct 2020,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,293.53", -1.8%,  3.3%,128.8
Nov 2020,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,308.86",  1.2%,  5.7%,130.4
Dec 2020,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,325.92",  1.3%,  6.5%,132.1
Jan 2021,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,339.01",  1.0%,  8.3%,133.4
Feb 2021,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,345.67",  0.5%,  8.8%,134.0
Mar 2021,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,357.02",  0.8%,  8.6%,135.2
Apr 2021,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,356.83",  0.0%,  5.1%,135.2
May 2021,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,306.81", -3.7%,  1.1%,130.2
Jun 2021,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,320.00",  1.0%,  0.9%,131.5
Jul 2021,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,332.30",  0.9%,  2.7%,132.7
Aug 2021,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,349.11",  1.3%,  2.7%,134.4
Sep 2021,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,365.40",  1.2%,  3.6%,136.0
Oct 2021,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,353.33", -0.9%,  4.6%,134.8
Nov 2021,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,375.30",  1.6%,  5.1%,137.0
Dec 2021,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,349.92", -1.8%,  1.8%,134.5
Jan 2022,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,357.51",  0.6%,  1.4%,135.2
Feb 2022,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,362.29",  0.4%,  1.2%,135.7
Mar 2022,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,375.00",  0.9%,  1.3%,137.0
Apr 2022,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,357.48", -1.3%,  0.0%,135.2
May 2022,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,366.19",  0.6%,  4.5%,136.1
Jun 2022,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,369.39",  0.2%,  3.7%,136.4
Jul 2022,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,377.23",  0.6%,  3.4%,137.2
Aug 2022,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,382.17",  0.4%,  2.5%,137.7
Sep 2022,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,394.08",  0.9%,  2.1%,138.9
Oct 2022,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,411.33",  1.2%,  4.3%,140.6
Nov 2022,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,434.25",  1.6%,  4.3%,142.9
Dec 2022,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,478.17",  3.1%,  9.5%,147.2
Jan 2023,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,407.16", -4.8%,  3.7%,140.2
Feb 2023,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,422.27",  1.1%,  4.4%,141.7
Mar 2023,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,408.89", -0.9%,  2.5%,140.3
Apr 2023,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,405.23", -0.3%,  3.5%,140.0
May 2023,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,447.11",  3.0%,  5.9%,144.1
Jun 2023,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,455.33",  0.6%,  6.3%,145.0
Jul 2023,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,451.47", -0.3%,  5.4%,144.6
Aug 2023,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,455.91",  0.3%,  5.3%,145.0
Sep 2023,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,429.61", -1.8%,  2.5%,142.4
Oct 2023,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,446.18",  1.2%,  2.5%,144.1
Nov 2023,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,516.00",  4.8%,  5.7%,151.0
Dec 2023,Quebec,Average weekly earnings including overtime for all employees,Public administration,"$1,430.87", -5.6%, -3.2%,142.5
