Month,Geography,Estimate,North American Industry Classification System (NAICS),Value,Monthly Change,Yearly change,Indexed value
May 2019,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,471.12", -9.4%,.., 90.1
Jun 2019,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,620.29", 10.1%, -5.6%, 99.2
Jul 2019,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,578.16", -2.6%, -4.2%, 96.6
Aug 2019,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,530.43", -3.0%,  2.5%, 93.7
Sep 2019,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,489.61", -2.7%, -5.7%, 91.2
Oct 2019,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,626.09",  9.2%, 12.8%, 99.6
Nov 2019,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,506.62", -7.3%, -0.9%, 92.2
Dec 2019,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,533.13",  1.8%, -0.6%, 93.9
Jan 2020,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,588.20",  3.6%,  2.6%, 97.2
Feb 2020,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,734.09",  9.2%,  8.9%,106.2
Mar 2020,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,721.16", -0.7%,  9.3%,105.4
Apr 2020,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,734.09",  0.8%,  6.8%,106.2
May 2020,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,771.52",  2.2%, 20.4%,108.5
Jun 2020,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,686.82", -4.8%,  4.1%,103.3
Jul 2020,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,621.96", -3.8%,  2.8%, 99.3
Aug 2020,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,659.75",  2.3%,  8.4%,101.6
Sep 2020,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,705.70",  2.8%, 14.5%,104.4
Oct 2020,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,685.50", -1.2%,  3.7%,103.2
Nov 2020,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,786.88",  6.0%, 18.6%,109.4
Dec 2020,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,639.94", -8.2%,  7.0%,100.4
Jan 2021,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,718.64",  4.8%,  8.2%,105.2
Feb 2021,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,746.79",  1.6%,  0.7%,107.0
Mar 2021,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,732.04", -0.8%,  0.6%,106.0
Apr 2021,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,815.95",  4.8%,  4.7%,111.2
May 2021,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,876.43",  3.3%,  5.9%,114.9
Jun 2021,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,907.17",  1.6%, 13.1%,116.8
Jul 2021,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,739.28", -8.8%,  7.2%,106.5
Aug 2021,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,779.12",  2.3%,  7.2%,108.9
Sep 2021,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,774.34", -0.3%,  4.0%,108.6
Oct 2021,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,852.44",  4.4%,  9.9%,113.4
Nov 2021,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,896.39",  2.4%,  6.1%,116.1
Dec 2021,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,815.86", -4.2%, 10.7%,111.2
Jan 2022,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,831.72",  0.9%,  6.6%,112.2
Feb 2022,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,880.01",  2.6%,  7.6%,115.1
Mar 2022,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,850.43", -1.6%,  6.8%,113.3
Apr 2022,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,890.95",  2.2%,  4.1%,115.8
May 2022,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,938.78",  2.5%,  3.3%,118.7
Jun 2022,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,954.22",  0.8%,  2.5%,119.7
Jul 2022,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,962.32",  0.4%, 12.8%,120.1
Aug 2022,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,814.41", -7.5%,  2.0%,111.1
Sep 2022,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,882.38",  3.7%,  6.1%,115.3
Oct 2022,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,955.76",  3.9%,  5.6%,119.7
Nov 2022,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,936.84", -1.0%,  2.1%,118.6
Dec 2022,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$2,000.84",  3.3%, 10.2%,122.5
Jan 2023,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$2,012.16",  0.6%,  9.9%,123.2
Feb 2023,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$2,007.75", -0.2%,  6.8%,122.9
Mar 2023,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,903.58", -5.2%,  2.9%,116.6
Apr 2023,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,956.82",  2.8%,  3.5%,119.8
May 2023,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$2,029.82",  3.7%,  4.7%,124.3
Jun 2023,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$2,086.13",  2.8%,  6.8%,127.7
Jul 2023,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$2,021.71", -3.1%,  3.0%,123.8
Aug 2023,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,914.01", -5.3%,  5.5%,117.2
Sep 2023,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,974.26",  3.1%,  4.9%,120.9
Oct 2023,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,889.19", -4.3%, -3.4%,115.7
Nov 2023,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,930.06",  2.2%, -0.4%,118.2
Dec 2023,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,857.03", -3.8%, -7.2%,113.7
Jan 2024,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,909.22",  2.8%, -5.1%,116.9
Feb 2024,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,923.72",  0.8%, -4.2%,117.8
Mar 2024,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$2,008.83",  4.4%,  5.5%,123.0
Apr 2024,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$2,062.40",  2.7%,  5.4%,126.3
May 2024,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$2,043.38", -0.9%,  0.7%,125.1
Jun 2024,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,961.64", -4.0%, -6.0%,120.1
Jul 2024,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,918.45", -2.2%, -5.1%,117.5
Aug 2024,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,943.08",  1.3%,  1.5%,119.0
Sep 2024,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$1,965.84",  1.2%, -0.4%,120.4
Oct 2024,Quebec,Average weekly earnings including overtime for all employees,Utilities,"$2,064.44",  5.0%,  9.3%,126.4
Jan 2011,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  480.48,  0.2%,  2.5%,100.0
Feb 2011,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  487.74,  1.5%,  2.7%,101.5
Mar 2011,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  484.07, -0.8%,  3.4%,100.7
Apr 2011,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  486.92,  0.6%,  2.1%,101.3
May 2011,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  480.44, -1.3%,  3.0%,100.0
Jun 2011,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  495.83,  3.2%,  4.1%,103.2
Jul 2011,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  493.64, -0.4%,  5.3%,102.7
Aug 2011,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  489.71, -0.8%,  2.7%,101.9
Sep 2011,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  490.30,  0.1%,  1.0%,102.0
Oct 2011,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  485.75, -0.9%, -1.8%,101.1
Nov 2011,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  494.93,  1.9%,  2.1%,103.0
Dec 2011,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  506.24,  2.3%,  5.6%,105.4
Jan 2012,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  498.16, -1.6%,  3.7%,103.7
Feb 2012,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  491.65, -1.3%,  0.8%,102.3
Mar 2012,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  510.15,  3.8%,  5.4%,106.2
Apr 2012,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  501.66, -1.7%,  3.0%,104.4
May 2012,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  515.54,  2.8%,  7.3%,107.3
Jun 2012,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  492.27, -4.5%, -0.7%,102.5
Jul 2012,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  489.42, -0.6%, -0.9%,101.9
Aug 2012,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  499.50,  2.1%,  2.0%,104.0
Sep 2012,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  497.03, -0.5%,  1.4%,103.4
Oct 2012,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  489.71, -1.5%,  0.8%,101.9
Nov 2012,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  506.33,  3.4%,  2.3%,105.4
Dec 2012,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  500.28, -1.2%, -1.2%,104.1
Jan 2013,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  493.48, -1.4%, -0.9%,102.7
Feb 2013,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  506.77,  2.7%,  3.1%,105.5
Mar 2013,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  500.67, -1.2%, -1.9%,104.2
Apr 2013,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  491.11, -1.9%, -2.1%,102.2
May 2013,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  502.94,  2.4%, -2.4%,104.7
Jun 2013,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  506.04,  0.6%,  2.8%,105.3
Jul 2013,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  502.69, -0.7%,  2.7%,104.6
Aug 2013,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  509.28,  1.3%,  2.0%,106.0
Sep 2013,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  505.55, -0.7%,  1.7%,105.2
Oct 2013,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  499.90, -1.1%,  2.1%,104.0
Nov 2013,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  498.40, -0.3%, -1.6%,103.7
Dec 2013,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  492.15, -1.3%, -1.6%,102.4
Jan 2014,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  517.64,  5.2%,  4.9%,107.7
Feb 2014,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  512.22, -1.0%,  1.1%,106.6
Mar 2014,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  503.06, -1.8%,  0.5%,104.7
Apr 2014,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  508.07,  1.0%,  3.5%,105.7
May 2014,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  502.73, -1.1%,  0.0%,104.6
Jun 2014,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  505.47,  0.5%, -0.1%,105.2
Jul 2014,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  519.66,  2.8%,  3.4%,108.2
Aug 2014,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  514.41, -1.0%,  1.0%,107.1
Sep 2014,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  510.70, -0.7%,  1.0%,106.3
Oct 2014,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  520.13,  1.8%,  4.0%,108.3
Nov 2014,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  513.02, -1.4%,  2.9%,106.8
Dec 2014,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  512.52, -0.1%,  4.1%,106.7
Jan 2015,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  499.82, -2.5%, -3.4%,104.0
Feb 2015,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  503.32,  0.7%, -1.7%,104.8
Mar 2015,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  503.36,  0.0%,  0.1%,104.8
Apr 2015,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  518.94,  3.1%,  2.1%,108.0
May 2015,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  504.50, -2.8%,  0.4%,105.0
Jun 2015,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  514.35,  2.0%,  1.8%,107.0
Jul 2015,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  529.95,  3.0%,  2.0%,110.3
Aug 2015,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  512.58, -3.3%, -0.4%,106.7
Sep 2015,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  517.01,  0.9%,  1.2%,107.6
Oct 2015,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  520.16,  0.6%,  0.0%,108.3
Nov 2015,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  523.33,  0.6%,  2.0%,108.9
Dec 2015,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  544.12,  4.0%,  6.2%,113.2
Jan 2016,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  535.87, -1.5%,  7.2%,111.5
Feb 2016,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  524.58, -2.1%,  4.2%,109.2
Mar 2016,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  533.28,  1.7%,  5.9%,111.0
Apr 2016,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  525.69, -1.4%,  1.3%,109.4
May 2016,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  538.97,  2.5%,  6.8%,112.2
Jun 2016,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  534.92, -0.8%,  4.0%,111.3
Jul 2016,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  517.62, -3.2%, -2.3%,107.7
Aug 2016,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  526.42,  1.7%,  2.7%,109.6
Sep 2016,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  540.93,  2.8%,  4.6%,112.6
Oct 2016,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  528.40, -2.3%,  1.6%,110.0
Nov 2016,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  513.24, -2.9%, -1.9%,106.8
Dec 2016,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  528.59,  3.0%, -2.9%,110.0
Jan 2017,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  525.26, -0.6%, -2.0%,109.3
Feb 2017,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  522.96, -0.4%, -0.3%,108.8
Mar 2017,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  536.48,  2.6%,  0.6%,111.7
Apr 2017,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  525.80, -2.0%,  0.0%,109.4
May 2017,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  536.80,  2.1%, -0.4%,111.7
Jun 2017,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  531.19, -1.0%, -0.7%,110.6
Jul 2017,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  527.57, -0.7%,  1.9%,109.8
Aug 2017,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  535.64,  1.5%,  1.8%,111.5
Sep 2017,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  530.12, -1.0%, -2.0%,110.3
Oct 2017,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  543.72,  2.6%,  2.9%,113.2
Nov 2017,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  552.30,  1.6%,  7.6%,114.9
Dec 2017,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  548.69, -0.7%,  3.8%,114.2
Jan 2018,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  550.60,  0.3%,  4.8%,114.6
Feb 2018,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  575.67,  4.6%, 10.1%,119.8
Mar 2018,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  579.98,  0.7%,  8.1%,120.7
Apr 2018,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  584.65,  0.8%, 11.2%,121.7
May 2018,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  569.58, -2.6%,  6.1%,118.5
Jun 2018,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  581.96,  2.2%,  9.6%,121.1
Jul 2018,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  583.01,  0.2%, 10.5%,121.3
Aug 2018,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  582.02, -0.2%,  8.7%,121.1
Sep 2018,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  568.38, -2.3%,  7.2%,118.3
Oct 2018,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  571.48,  0.5%,  5.1%,118.9
Nov 2018,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  589.51,  3.2%,  6.7%,122.7
Dec 2018,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  566.99, -3.8%,  3.3%,118.0
Jan 2019,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  595.00,  4.9%,  8.1%,123.8
Feb 2019,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  576.72, -3.1%,  0.2%,120.0
Mar 2019,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  555.87, -3.6%, -4.2%,115.7
Apr 2019,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  573.55,  3.2%, -1.9%,119.4
May 2019,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  583.58,  1.7%,  2.5%,121.5
Jun 2019,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  582.85, -0.1%,  0.2%,121.3
Jul 2019,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  594.39,  2.0%,  2.0%,123.7
Aug 2019,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  602.27,  1.3%,  3.5%,125.3
Sep 2019,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  604.38,  0.4%,  6.3%,125.8
Oct 2019,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  636.94,  5.4%, 11.5%,132.6
Nov 2019,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  607.72, -4.6%,  3.1%,126.5
Dec 2019,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  612.08,  0.7%,  8.0%,127.4
Jan 2020,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  601.35, -1.8%,  1.1%,125.2
Feb 2020,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  600.72, -0.1%,  4.2%,125.0
Mar 2020,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  588.26, -2.1%,  5.8%,122.4
Apr 2020,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  602.88,  2.5%,  5.1%,125.5
May 2020,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  640.57,  6.3%,  9.8%,133.3
Jun 2020,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  632.54, -1.3%,  8.5%,131.6
Jul 2020,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  607.68, -3.9%,  2.2%,126.5
Aug 2020,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  607.79,  0.0%,  0.9%,126.5
Sep 2020,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  615.84,  1.3%,  1.9%,128.2
Oct 2020,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  629.19,  2.2%, -1.2%,131.0
Nov 2020,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  615.80, -2.1%,  1.3%,128.2
Dec 2020,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  611.52, -0.7%, -0.1%,127.3
Jan 2021,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  619.96,  1.4%,  3.1%,129.0
Feb 2021,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  610.85, -1.5%,  1.7%,127.1
Mar 2021,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  614.56,  0.6%,  4.5%,127.9
Apr 2021,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  627.05,  2.0%,  4.0%,130.5
May 2021,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  619.67, -1.2%, -3.3%,129.0
Jun 2021,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  621.96,  0.4%, -1.7%,129.4
Jul 2021,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  619.06, -0.5%,  1.9%,128.8
Aug 2021,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  624.85,  0.9%,  2.8%,130.0
Sep 2021,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  654.19,  4.7%,  6.2%,136.2
Oct 2021,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  640.35, -2.1%,  1.8%,133.3
Nov 2021,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  639.76, -0.1%,  3.9%,133.2
Dec 2021,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  677.08,  5.8%, 10.7%,140.9
Jan 2022,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  652.66, -3.6%,  5.3%,135.8
Feb 2022,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  669.22,  2.5%,  9.6%,139.3
Mar 2022,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  686.34,  2.6%, 11.7%,142.8
Apr 2022,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  656.83, -4.3%,  4.7%,136.7
May 2022,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  649.93, -1.1%,  4.9%,135.3
Jun 2022,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  656.65,  1.0%,  5.6%,136.7
Jul 2022,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  661.70,  0.8%,  6.9%,137.7
Aug 2022,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  652.40, -1.4%,  4.4%,135.8
Sep 2022,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  667.13,  2.3%,  2.0%,138.8
Oct 2022,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  654.06, -2.0%,  2.1%,136.1
Nov 2022,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  648.61, -0.8%,  1.4%,135.0
Dec 2022,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  671.42,  3.5%, -0.8%,139.7
Jan 2023,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  646.58, -3.7%, -0.9%,134.6
Feb 2023,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  652.77,  1.0%, -2.5%,135.9
Mar 2023,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  675.65,  3.5%, -1.6%,140.6
Apr 2023,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  671.04, -0.7%,  2.2%,139.7
May 2023,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  686.75,  2.3%,  5.7%,142.9
Jun 2023,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  687.66,  0.1%,  4.7%,143.1
Jul 2023,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  687.86,  0.0%,  4.0%,143.2
Aug 2023,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  699.25,  1.7%,  7.2%,145.5
Sep 2023,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  688.02, -1.6%,  3.1%,143.2
Oct 2023,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  689.60,  0.2%,  5.4%,143.5
Nov 2023,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  728.98,  5.7%, 12.4%,151.7
Dec 2023,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  690.17, -5.3%,  2.8%,143.6
Jan 2024,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  705.05,  2.2%,  9.0%,146.7
Feb 2024,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  707.52,  0.4%,  8.4%,147.3
Mar 2024,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  702.76, -0.7%,  4.0%,146.3
Apr 2024,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  706.40,  0.5%,  5.3%,147.0
May 2024,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  715.11,  1.2%,  4.1%,148.8
Jun 2024,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  709.03, -0.9%,  3.1%,147.6
Jul 2024,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  712.43,  0.5%,  3.6%,148.3
Aug 2024,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  715.93,  0.5%,  2.4%,149.0
Sep 2024,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  724.45,  1.2%,  5.3%,150.8
Oct 2024,Quebec,Average weekly earnings including overtime for all employees,Retail trade,$  747.63,  3.2%,  8.4%,155.6
Jan 2011,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses,$  802.03,  0.5%,  3.4%,100.0
Feb 2011,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses,$  802.58,  0.1%,  3.9%,100.1
Mar 2011,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses,$  796.21, -0.8%,  3.0%, 99.3
Apr 2011,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses,$  804.05,  1.0%,  3.8%,100.3
May 2011,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses,$  797.27, -0.8%,  2.3%, 99.4
Jun 2011,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses,$  794.24, -0.4%,  0.8%, 99.0
Jul 2011,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses,$  809.29,  1.9%,  4.0%,100.9
Aug 2011,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses,$  797.28, -1.5%,  0.9%, 99.4
Sep 2011,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses,$  803.41,  0.8%,  2.1%,100.2
