Month,Geography,Estimate,North American Industry Classification System (NAICS),Value,Monthly Change,Yearly change,Indexed value
Oct 2012,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Nov 2012,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Dec 2012,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jan 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Feb 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Mar 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Apr 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
May 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jun 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jul 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Aug 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Sep 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Oct 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Nov 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Dec 2013,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jan 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Feb 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Mar 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Apr 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
May 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jun 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jul 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Aug 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Sep 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Oct 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Nov 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Dec 2014,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jan 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Feb 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Mar 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Apr 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
May 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jun 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jul 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Aug 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Sep 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Oct 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Nov 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Dec 2015,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jan 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Feb 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Mar 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Apr 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
May 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jun 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jul 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Aug 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Sep 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Oct 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Nov 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Dec 2016,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jan 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Feb 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Mar 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Apr 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
May 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jun 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jul 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Aug 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Sep 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Oct 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Nov 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Dec 2017,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jan 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Feb 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Mar 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Apr 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
May 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jun 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jul 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Aug 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Sep 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Oct 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Nov 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Dec 2018,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jan 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Feb 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Mar 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Apr 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
May 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jun 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jul 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Aug 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Sep 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Oct 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Nov 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Dec 2019,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jan 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Feb 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Mar 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Apr 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
May 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jun 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jul 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Aug 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Sep 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Oct 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Nov 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Dec 2020,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jan 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Feb 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Mar 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Apr 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
May 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jun 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jul 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Aug 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Sep 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Oct 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Nov 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Dec 2021,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jan 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Feb 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Mar 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Apr 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
May 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jun 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jul 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Aug 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Sep 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Oct 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Nov 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Dec 2022,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jan 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Feb 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Mar 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Apr 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
May 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jun 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jul 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Aug 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Sep 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Oct 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Nov 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Dec 2023,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jan 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Feb 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Mar 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Apr 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
May 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jun 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jul 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Aug 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Sep 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Oct 2024,Nova Scotia,Average weekly earnings including overtime for all employees,"Mining, quarrying, and oil and gas extraction",..,..,..,..
Jan 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  900.15, -0.1%,  0.3%,100.0
Feb 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  901.70,  0.2%,  3.3%,100.2
Mar 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  939.00,  4.1%,  9.2%,104.3
Apr 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  919.55, -2.1%,  2.1%,102.2
May 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  911.79, -0.8%, -2.3%,101.3
Jun 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  939.27,  3.0%, 20.5%,104.3
Jul 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  947.40,  0.9%, 11.1%,105.2
Aug 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  962.19,  1.6%, 15.1%,106.9
Sep 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  925.51, -3.8%,  4.8%,102.8
Oct 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  920.57, -0.5%,  2.5%,102.3
Nov 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  930.40,  1.1%,  4.1%,103.4
Dec 2011,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  940.51,  1.1%,  4.3%,104.5
Jan 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  915.64, -2.6%,  1.7%,101.7
Feb 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  949.47,  3.7%,  5.3%,105.5
Mar 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  925.54, -2.5%, -1.4%,102.8
Apr 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  927.76,  0.2%,  0.9%,103.1
May 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  907.35, -2.2%, -0.5%,100.8
Jun 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  950.44,  4.7%,  1.2%,105.6
Jul 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  893.76, -6.0%, -5.7%, 99.3
Aug 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  895.71,  0.2%, -6.9%, 99.5
Sep 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  958.34,  7.0%,  3.5%,106.5
Oct 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  936.61, -2.3%,  1.7%,104.1
Nov 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  971.26,  3.7%,  4.4%,107.9
Dec 2012,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  949.25, -2.3%,  0.9%,105.5
Jan 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  962.97,  1.4%,  5.2%,107.0
Feb 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  957.55, -0.6%,  0.9%,106.4
Mar 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  969.13,  1.2%,  4.7%,107.7
Apr 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  940.54, -3.0%,  1.4%,104.5
May 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  986.50,  4.9%,  8.7%,109.6
Jun 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  941.84, -4.5%, -0.9%,104.6
Jul 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  948.21,  0.7%,  6.1%,105.3
Aug 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,020.01",  7.6%, 13.9%,113.3
Sep 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  966.00, -5.3%,  0.8%,107.3
Oct 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  983.27,  1.8%,  5.0%,109.2
Nov 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,013.31",  3.1%,  4.3%,112.6
Dec 2013,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  999.89, -1.3%,  5.3%,111.1
Jan 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  977.88, -2.2%,  1.5%,108.6
Feb 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,007.51",  3.0%,  5.2%,111.9
Mar 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,$  972.85, -3.4%,  0.4%,108.1
Apr 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,020.37",  4.9%,  8.5%,113.4
May 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,086.93",  6.5%, 10.2%,120.7
Jun 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,044.05", -3.9%, 10.9%,116.0
Jul 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,125.30",  7.8%, 18.7%,125.0
Aug 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,035.00", -8.0%,  1.5%,115.0
Sep 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,026.53", -0.8%,  6.3%,114.0
Oct 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,077.96",  5.0%,  9.6%,119.8
Nov 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,008.27", -6.5%, -0.5%,112.0
Dec 2014,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,025.84",  1.7%,  2.6%,114.0
Jan 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,027.93",  0.2%,  5.1%,114.2
Feb 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,052.75",  2.4%,  4.5%,117.0
Mar 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,089.03",  3.4%, 11.9%,121.0
Apr 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,058.36", -2.8%,  3.7%,117.6
May 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,034.87", -2.2%, -4.8%,115.0
Jun 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,078.41",  4.2%,  3.3%,119.8
Jul 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,048.47", -2.8%, -6.8%,116.5
Aug 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,105.09",  5.4%,  6.8%,122.8
Sep 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,061.10", -4.0%,  3.4%,117.9
Oct 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,059.82", -0.1%, -1.7%,117.7
Nov 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,063.77",  0.4%,  5.5%,118.2
Dec 2015,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,030.04", -3.2%,  0.4%,114.4
Jan 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,110.95",  7.9%,  8.1%,123.4
Feb 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,065.28", -4.1%,  1.2%,118.3
Mar 2016,Nova Scotia,Average weekly earnings including overtime for all employees,Wholesale trade,"$1,100.02",  3.3%,  1.0%,122.2
